#Duplication rate	Coverage
1.0	6.1424116E7
2.0	2696796.0
3.0	291350.0
4.0	80381.0
5.0	36843.0
6.0	22584.0
7.0	15565.0
8.0	11986.0
9.0	9514.0
10.0	7902.0
11.0	6672.0
12.0	5765.0
13.0	5001.0
14.0	4298.0
15.0	3865.0
16.0	3421.0
17.0	2947.0
18.0	2539.0
19.0	2250.0
20.0	1972.0
21.0	1757.0
22.0	1484.0
23.0	1308.0
24.0	1150.0
25.0	975.0
26.0	850.0
27.0	724.0
28.0	650.0
29.0	540.0
30.0	460.0
31.0	397.0
32.0	327.0
33.0	314.0
34.0	293.0
35.0	262.0
36.0	191.0
37.0	174.0
38.0	182.0
39.0	133.0
40.0	137.0
41.0	125.0
42.0	97.0
43.0	102.0
44.0	90.0
45.0	82.0
46.0	58.0
47.0	67.0
48.0	55.0
49.0	55.0
50.0	992.0
