#Coverage	Number of genomic locations
0.0	6.14124063E8
1.0	6.19913338E8
2.0	5.52248055E8
3.0	3.71628597E8
4.0	2.39686461E8
5.0	1.40420871E8
6.0	8.3027387E7
7.0	4.8867367E7
8.0	3.0465869E7
9.0	2.018477E7
10.0	1.4453368E7
11.0	1.0998505E7
12.0	8823499.0
13.0	7321998.0
14.0	6175481.0
15.0	5288070.0
16.0	4555340.0
17.0	3954837.0
18.0	3453723.0
19.0	3032616.0
20.0	2677513.0
21.0	2356946.0
22.0	2078317.0
23.0	1830912.0
24.0	1619280.0
25.0	1437123.0
26.0	1282329.0
27.0	1146186.0
28.0	1021914.0
29.0	916029.0
30.0	818726.0
31.0	733297.0
32.0	658024.0
33.0	588030.0
34.0	530993.0
35.0	481110.0
36.0	435138.0
37.0	396365.0
38.0	361402.0
39.0	329014.0
40.0	303932.0
41.0	277848.0
42.0	255595.0
43.0	234468.0
44.0	215260.0
45.0	197965.0
46.0	183630.0
47.0	169070.0
48.0	157024.0
49.0	145223.0
50.0	135235.0
51.0	126606.0
52.0	116924.0
53.0	108782.0
54.0	102432.0
55.0	95470.0
56.0	89861.0
57.0	84197.0
58.0	78542.0
59.0	73966.0
60.0	70373.0
61.0	64553.0
62.0	61486.0
63.0	57426.0
64.0	54310.0
65.0	50814.0
66.0	48361.0
67.0	45910.0
68.0	43554.0
69.0	41056.0
70.0	38832.0
71.0	36573.0
72.0	34918.0
73.0	33229.0
74.0	32056.0
75.0	30096.0
76.0	27987.0
77.0	26358.0
78.0	25409.0
79.0	24985.0
80.0	23731.0
81.0	22896.0
82.0	21715.0
83.0	20787.0
84.0	20356.0
85.0	19091.0
86.0	18914.0
87.0	17968.0
88.0	17630.0
89.0	16761.0
90.0	15984.0
91.0	15548.0
92.0	14926.0
93.0	14318.0
94.0	13680.0
95.0	12849.0
96.0	12892.0
97.0	12440.0
98.0	12040.0
99.0	11849.0
100.0	11501.0
101.0	10690.0
102.0	10267.0
103.0	10070.0
104.0	9805.0
105.0	9414.0
106.0	9083.0
107.0	8721.0
108.0	8433.0
109.0	8372.0
110.0	7972.0
111.0	7732.0
112.0	7510.0
113.0	7173.0
114.0	7122.0
115.0	6852.0
116.0	6768.0
117.0	6659.0
118.0	6579.0
119.0	6477.0
120.0	6114.0
121.0	6098.0
122.0	5812.0
123.0	5600.0
124.0	5515.0
125.0	5094.0
126.0	5021.0
127.0	4761.0
128.0	4662.0
129.0	4512.0
130.0	4156.0
131.0	4124.0
132.0	3900.0
133.0	3773.0
134.0	3681.0
135.0	3596.0
136.0	3392.0
137.0	3280.0
138.0	2960.0
139.0	3050.0
140.0	2996.0
141.0	2988.0
142.0	2873.0
143.0	2837.0
144.0	2729.0
145.0	2755.0
146.0	2870.0
147.0	2793.0
148.0	2707.0
149.0	2684.0
150.0	2457.0
151.0	2508.0
152.0	2413.0
153.0	2325.0
154.0	2281.0
155.0	2184.0
156.0	2196.0
157.0	2121.0
