#Duplication rate	Coverage
1.0	1.56195382E8
2.0	2.0572728E7
3.0	3813507.0
4.0	1297883.0
5.0	530424.0
6.0	280696.0
7.0	160909.0
8.0	104572.0
9.0	70821.0
10.0	50825.0
11.0	37871.0
12.0	29219.0
13.0	22928.0
14.0	18686.0
15.0	15457.0
16.0	12803.0
17.0	10819.0
18.0	9444.0
19.0	8154.0
20.0	7177.0
21.0	6327.0
22.0	5814.0
23.0	4944.0
24.0	4456.0
25.0	4197.0
26.0	3920.0
27.0	3379.0
28.0	3254.0
29.0	2994.0
30.0	2720.0
31.0	2489.0
32.0	2323.0
33.0	2206.0
34.0	2023.0
35.0	1918.0
36.0	1863.0
37.0	1684.0
38.0	1706.0
39.0	1511.0
40.0	1430.0
41.0	1334.0
42.0	1252.0
43.0	1223.0
44.0	1146.0
45.0	1139.0
46.0	1110.0
47.0	945.0
48.0	936.0
49.0	914.0
50.0	30726.0
