#Duplication rate	Coverage
1.0	1.263732E8
2.0	1.4830453E7
3.0	2644550.0
4.0	836402.0
5.0	339770.0
6.0	179390.0
7.0	103009.0
8.0	67168.0
9.0	45647.0
10.0	33551.0
11.0	25195.0
12.0	19604.0
13.0	15894.0
14.0	13159.0
15.0	10652.0
16.0	9070.0
17.0	7868.0
18.0	6615.0
19.0	5769.0
20.0	5144.0
21.0	4645.0
22.0	4116.0
23.0	3751.0
24.0	3405.0
25.0	3096.0
26.0	2897.0
27.0	2612.0
28.0	2322.0
29.0	2164.0
30.0	2027.0
31.0	1803.0
32.0	1682.0
33.0	1580.0
34.0	1503.0
35.0	1427.0
36.0	1235.0
37.0	1189.0
38.0	1174.0
39.0	1062.0
40.0	952.0
41.0	969.0
42.0	864.0
43.0	820.0
44.0	831.0
45.0	751.0
46.0	714.0
47.0	668.0
48.0	597.0
49.0	649.0
50.0	19528.0
