#Mapping quality	mapping quality
0.0	4.0257708E7
1.0	6143511.0
2.0	5456342.0
3.0	5156965.0
4.0	4715655.0
5.0	4506418.0
6.0	4484134.0
7.0	4112050.0
8.0	4202233.0
9.0	4106587.0
10.0	4236202.0
11.0	3840218.0
12.0	3984020.0
13.0	4502888.0
14.0	3772011.0
15.0	4213661.0
16.0	4110040.0
17.0	3977754.0
18.0	4088185.0
19.0	3974724.0
20.0	5535415.0
21.0	4431467.0
22.0	4496193.0
23.0	4494530.0
24.0	4896580.0
25.0	4994344.0
26.0	4998181.0
27.0	5357621.0
28.0	5082770.0
29.0	5092885.0
30.0	7777711.0
31.0	5681824.0
32.0	5879675.0
33.0	6339977.0
34.0	6176208.0
35.0	6317110.0
36.0	7099837.0
37.0	6709143.0
38.0	6653558.0
39.0	6711541.0
40.0	1.1801481E7
41.0	7472796.0
42.0	8201617.0
43.0	7941484.0
44.0	8080700.0
45.0	1.102987E7
46.0	9142563.0
47.0	8734826.0
48.0	1.1828585E7
49.0	9218378.0
50.0	1.3492672E7
51.0	1.1943157E7
52.0	1.2112258E7
53.0	1.3672727E7
54.0	1.2756738E7
55.0	1.4805243E7
56.0	1.6820506E7
57.0	1.8201983E7
58.0	1.9566631E7
59.0	1.9685306E7
60.0	2.154968844E9
61.0	1.0543604E7
62.0	6251309.0
63.0	2097969.0
64.0	400135.0
65.0	1061245.0
66.0	170321.0
67.0	30692.0
68.0	10094.0
69.0	177.0
70.0	173674.0
