#Mapping quality	mapping quality
0.0	6.2523658E7
1.0	3788128.0
2.0	3807362.0
3.0	4265480.0
4.0	3796876.0
5.0	3599450.0
6.0	3831052.0
7.0	3501071.0
8.0	3544491.0
9.0	3728656.0
10.0	3570323.0
11.0	2901327.0
12.0	3088086.0
13.0	4483458.0
14.0	2655688.0
15.0	3487998.0
16.0	3164554.0
17.0	2837255.0
18.0	3118219.0
19.0	2993076.0
20.0	6027505.0
21.0	3724431.0
22.0	3751898.0
23.0	3591172.0
24.0	4031209.0
25.0	4183749.0
26.0	3764323.0
27.0	5806606.0
28.0	3719199.0
29.0	3686540.0
30.0	8852285.0
31.0	4465464.0
32.0	4478529.0
33.0	5432221.0
34.0	4673150.0
35.0	4686061.0
36.0	5035584.0
37.0	4945932.0
38.0	4596083.0
39.0	5177558.0
40.0	1.5968789E7
41.0	5862072.0
42.0	6107519.0
43.0	6388758.0
44.0	5861500.0
45.0	7984912.0
46.0	7003308.0
47.0	7068261.0
48.0	8402119.0
49.0	6671000.0
50.0	1.1051244E7
51.0	7268145.0
52.0	7457594.0
53.0	9940291.0
54.0	7761748.0
55.0	9039433.0
56.0	8843145.0
57.0	8509682.0
58.0	7761777.0
59.0	7726047.0
60.0	1.826762909E9
