#Duplication rate	Coverage
1.0	4.8687943E7
2.0	1742535.0
3.0	178430.0
4.0	52365.0
5.0	25411.0
6.0	16318.0
7.0	11680.0
8.0	8932.0
9.0	7223.0
10.0	5811.0
11.0	4963.0
12.0	4200.0
13.0	3623.0
14.0	3146.0
15.0	2783.0
16.0	2416.0
17.0	2068.0
18.0	1745.0
19.0	1515.0
20.0	1420.0
21.0	1127.0
22.0	1020.0
23.0	838.0
24.0	670.0
25.0	596.0
26.0	473.0
27.0	419.0
28.0	342.0
29.0	292.0
30.0	250.0
31.0	219.0
32.0	197.0
33.0	185.0
34.0	137.0
35.0	106.0
36.0	109.0
37.0	89.0
38.0	99.0
39.0	73.0
40.0	73.0
41.0	69.0
42.0	59.0
43.0	54.0
44.0	67.0
45.0	36.0
46.0	48.0
47.0	41.0
48.0	47.0
49.0	31.0
50.0	617.0
