#Coverage (X)	Coverage
1.0	78.59480383640125
2.0	53.785331512938015
3.0	32.95712695846801
4.0	19.3522674115204
5.0	11.599351420554115
6.0	7.52734040090003
7.0	5.400708977316512
8.0	4.215490025118541
9.0	3.473370245523725
10.0	2.9501333237778766
11.0	2.5464176872959854
12.0	2.2184359809501615
13.0	1.945291580072663
14.0	1.714557606084881
15.0	1.5174935873383788
16.0	1.3477474185003757
17.0	1.2008669747704062
18.0	1.073146349305901
19.0	0.9613665292510376
20.0	0.8628625976204489
21.0	0.7761978122371289
22.0	0.6999604717951229
23.0	0.6328010686980576
24.0	0.5736239493999449
25.0	0.5214711318672727
26.0	0.47529761259964687
27.0	0.4343025809883585
28.0	0.39788818179671637
29.0	0.36560843888690897
30.0	0.3367947077229161
31.0	0.3108377669989153
32.0	0.2876516963360132
33.0	0.2666522442615218
34.0	0.24752172914304538
35.0	0.2302479324562512
36.0	0.21455796198490873
37.0	0.20017295832651882
38.0	0.18703903920956577
39.0	0.17501608231295052
40.0	0.16408423253464832
41.0	0.15403304000078322
42.0	0.14483671794198472
43.0	0.13640952357418712
44.0	0.1285547528633657
45.0	0.12130053683064546
46.0	0.11464406947770556
47.0	0.10851917897078067
48.0	0.10287549941600105
49.0	0.0976049821186109
50.0	0.09273607777043935
51.0	0.0881932020117091
