#Duplication rate	Coverage
1.0	4.1973434E7
2.0	4351531.0
3.0	466959.0
4.0	126459.0
5.0	37213.0
6.0	23423.0
7.0	15125.0
8.0	11713.0
9.0	9315.0
10.0	7571.0
11.0	6189.0
12.0	5230.0
13.0	4266.0
14.0	3690.0
15.0	3083.0
16.0	2725.0
17.0	2127.0
18.0	1933.0
19.0	1583.0
20.0	1251.0
21.0	1125.0
22.0	980.0
23.0	805.0
24.0	704.0
25.0	610.0
26.0	524.0
27.0	416.0
28.0	357.0
29.0	339.0
30.0	276.0
31.0	236.0
32.0	207.0
33.0	201.0
34.0	172.0
35.0	140.0
36.0	131.0
37.0	113.0
38.0	114.0
39.0	91.0
40.0	99.0
41.0	79.0
42.0	61.0
43.0	78.0
44.0	51.0
45.0	54.0
46.0	32.0
47.0	38.0
48.0	29.0
49.0	36.0
50.0	837.0
