#Duplication rate	Coverage
1.0	1.24298558E8
2.0	1.3010649E7
3.0	2217732.0
4.0	701450.0
5.0	295391.0
6.0	158185.0
7.0	92854.0
8.0	61537.0
9.0	41850.0
10.0	31129.0
11.0	23064.0
12.0	18065.0
13.0	14611.0
14.0	11760.0
15.0	9910.0
16.0	8251.0
17.0	7086.0
18.0	6208.0
19.0	5396.0
20.0	4726.0
21.0	4160.0
22.0	3748.0
23.0	3479.0
24.0	3120.0
25.0	2765.0
26.0	2547.0
27.0	2296.0
28.0	2097.0
29.0	2053.0
30.0	1862.0
31.0	1677.0
32.0	1620.0
33.0	1458.0
34.0	1477.0
35.0	1279.0
36.0	1229.0
37.0	1080.0
38.0	1107.0
39.0	1066.0
40.0	938.0
41.0	870.0
42.0	839.0
43.0	767.0
44.0	750.0
45.0	699.0
46.0	643.0
47.0	653.0
48.0	658.0
49.0	587.0
50.0	18867.0
