#Position (bp)	insert size	chromosomes
3381345.5	8195.380827522618	0.0
1.01440355E7	20682.925385136594	20682.925385136594
1.69067255E7	14697.705936920223	0.0
2.36694155E7	10273.742049444332	0.0
3.04321055E7	8424.29009262226	20682.925385136594
3.71947955E7	12931.731767911524	0.0
4.39574855E7	4904.391562089332	0.0
5.07201755E7	9840.417577957984	20682.925385136594
5.74828655E7	2812.100440719601	0.0
6.42455555E7	6078.185603285039	0.0
7.10082455E7	5149.513857405585	20682.925385136594
7.77709355E7	6657.374756743704	0.0
8.45336255E7	6014.6466229614625	0.0
9.12963155E7	5752.388080149508	20682.925385136594
9.80590055E7	4449.582620783183	0.0
1.048216955E8	4605.340029105821	0.0
1.115843855E8	7243.777995230536	20682.925385136594
1.183470755E8	2337.841059389635	0.0
1.251097655E8	2489.5879295012205	0.0
1.318724555E8	2845.4034276251455	20682.925385136594
1.386351455E8	2774.2687255792493	0.0
1.453978355E8	2215.8758627667803	0.0
1.521605255E8	758.7191999128762	20682.925385136594
1.589232155E8	847.562320927219	0.0
1.656859055E8	784.3646098177503	0.0
1.724485955E8	768.1133860128293	20682.925385136594
1.792112855E8	432.8522311685797	0.0
1.859739755E8	313.50735332876496	0.0
1.927366655E8	409.2823060736991	20682.925385136594
1.994993555E8	308.55104165117694	0.0
2.05937114E8	308.12333944391054	0.0
2.09318459E8	15256.109536662168	20682.925385136594
2.130247355E8	12598.212102600099	0.0
2.197874255E8	9493.775489786167	0.0
2.265501155E8	9273.845498581517	20682.925385136594
2.333128055E8	15978.702643716953	0.0
2.400754955E8	13654.753408853285	0.0
2.468381855E8	7889.9802186948855	20682.925385136594
2.536008755E8	10318.216535461479	0.0
2.603635655E8	8364.602616059497	0.0
2.671262555E8	10439.695036444158	20682.925385136594
2.738889455E8	3214.5787746092265	0.0
2.806516355E8	6537.728188730956	0.0
2.874143255E8	11464.725346508869	20682.925385136594
2.941770155E8	4647.223751367786	0.0
3.009397055E8	2889.5079381330215	0.0
3.077023955E8	3911.438667249321	20682.925385136594
3.144650855E8	3910.146977430213	0.0
3.212277755E8	5394.0442465265405	0.0
3.279904655E8	2283.3070883798027	20682.925385136594
3.347531555E8	1107.732036489622	0.0
3.415158455E8	797.9707527349127	0.0
3.482785355E8	1563.3806537140251	20682.925385136594
3.550412255E8	1983.311284812017	0.0
3.618039155E8	2034.8589596536	0.0
3.685666055E8	1226.3513974392324	20682.925385136594
3.753292955E8	620.3884973032615	0.0
3.820919855E8	514.8373720584376	0.0
3.888546755E8	468.4311284274666	20682.925385136594
3.956173655E8	354.36149938355044	0.0
4.023800555E8	394.0606791390183	0.0
4.07291275E8	335.0634163296259	20682.925385136594
4.1067262E8	9523.275103037304	0.0
4.159054355E8	6805.028547678067	0.0
4.226681255E8	14107.906250464512	20682.925385136594
4.294308155E8	12728.545440184964	0.0
4.361935055E8	6780.716990841562	0.0
4.429561955E8	14368.59131283553	20682.925385136594
4.497188855E8	8863.328255577417	0.0
4.564815755E8	4307.003213762811	0.0
4.632442655E8	8106.501751586048	20682.925385136594
4.700069555E8	7961.214054207063	0.0
4.767696455E8	8317.345601429637	0.0
4.835323355E8	11152.866157464408	20682.925385136594
4.902950255E8	4738.83633846912	0.0
4.970577155E8	2522.7751213451984	0.0
5.038204055E8	4142.20823224852	20682.925385136594
5.105830955E8	971.9785417842321	0.0
