#Duplication rate	Coverage
1.0	4.8049325E7
2.0	4767134.0
3.0	546518.0
4.0	127182.0
5.0	40149.0
6.0	23511.0
7.0	14764.0
8.0	11163.0
9.0	8899.0
10.0	7160.0
11.0	6065.0
12.0	5483.0
13.0	4793.0
14.0	4202.0
15.0	3782.0
16.0	3323.0
17.0	3038.0
18.0	2856.0
19.0	2497.0
20.0	2331.0
21.0	2145.0
22.0	1883.0
23.0	1583.0
24.0	1400.0
25.0	1356.0
26.0	1210.0
27.0	1067.0
28.0	918.0
29.0	877.0
30.0	752.0
31.0	652.0
32.0	626.0
33.0	541.0
34.0	487.0
35.0	422.0
36.0	403.0
37.0	320.0
38.0	302.0
39.0	286.0
40.0	238.0
41.0	225.0
42.0	194.0
43.0	157.0
44.0	132.0
45.0	141.0
46.0	134.0
47.0	125.0
48.0	102.0
49.0	97.0
50.0	2066.0
