#Duplication rate	Coverage
1.0	4.7742495E7
2.0	5224568.0
3.0	577859.0
4.0	162993.0
5.0	43541.0
6.0	26503.0
7.0	15447.0
8.0	11651.0
9.0	9064.0
10.0	7555.0
11.0	6370.0
12.0	5620.0
13.0	5020.0
14.0	4426.0
15.0	4168.0
16.0	3757.0
17.0	3386.0
18.0	3097.0
19.0	2826.0
20.0	2662.0
21.0	2282.0
22.0	2134.0
23.0	1904.0
24.0	1798.0
25.0	1618.0
26.0	1451.0
27.0	1354.0
28.0	1146.0
29.0	1080.0
30.0	901.0
31.0	828.0
32.0	778.0
33.0	700.0
34.0	612.0
35.0	514.0
36.0	464.0
37.0	439.0
38.0	353.0
39.0	363.0
40.0	275.0
41.0	277.0
42.0	223.0
43.0	224.0
44.0	215.0
45.0	203.0
46.0	197.0
47.0	151.0
48.0	138.0
49.0	112.0
50.0	2280.0
