#Duplication rate	Coverage
1.0	1.54224138E8
2.0	1.7048223E7
3.0	3126215.0
4.0	1009277.0
5.0	436878.0
6.0	231632.0
7.0	137555.0
8.0	89703.0
9.0	61292.0
10.0	44733.0
11.0	33412.0
12.0	25769.0
13.0	20699.0
14.0	16776.0
15.0	13921.0
16.0	11653.0
17.0	9965.0
18.0	8796.0
19.0	7487.0
20.0	6623.0
21.0	5810.0
22.0	5166.0
23.0	4764.0
24.0	4292.0
25.0	3841.0
26.0	3579.0
27.0	3148.0
28.0	3059.0
29.0	2753.0
30.0	2575.0
31.0	2348.0
32.0	2134.0
33.0	2100.0
34.0	1944.0
35.0	1845.0
36.0	1616.0
37.0	1583.0
38.0	1511.0
39.0	1427.0
40.0	1361.0
41.0	1232.0
42.0	1191.0
43.0	1069.0
44.0	1038.0
45.0	937.0
46.0	955.0
47.0	1002.0
48.0	819.0
49.0	847.0
50.0	27002.0
