#Duplication rate	Coverage
1.0	4.3799849E7
2.0	4188527.0
3.0	451164.0
4.0	106343.0
5.0	33502.0
6.0	19966.0
7.0	13089.0
8.0	9989.0
9.0	7567.0
10.0	6491.0
11.0	5699.0
12.0	4847.0
13.0	4163.0
14.0	3614.0
15.0	3195.0
16.0	2963.0
17.0	2580.0
18.0	2222.0
19.0	2062.0
20.0	1789.0
21.0	1612.0
22.0	1426.0
23.0	1281.0
24.0	1107.0
25.0	1073.0
26.0	868.0
27.0	819.0
28.0	699.0
29.0	541.0
30.0	542.0
31.0	452.0
32.0	378.0
33.0	372.0
34.0	343.0
35.0	256.0
36.0	255.0
37.0	216.0
38.0	193.0
39.0	169.0
40.0	154.0
41.0	160.0
42.0	132.0
43.0	133.0
44.0	113.0
45.0	115.0
46.0	83.0
47.0	91.0
48.0	77.0
49.0	70.0
50.0	1389.0
