#Duplication rate	Coverage
1.0	1.48714833E8
2.0	1.7039695E7
3.0	3108761.0
4.0	1006093.0
5.0	432897.0
6.0	230902.0
7.0	137867.0
8.0	90748.0
9.0	62487.0
10.0	45596.0
11.0	34906.0
12.0	27078.0
13.0	21402.0
14.0	17389.0
15.0	14481.0
16.0	12259.0
17.0	10677.0
18.0	8932.0
19.0	7604.0
20.0	6843.0
21.0	5992.0
22.0	5355.0
23.0	4735.0
24.0	4297.0
25.0	3827.0
26.0	3488.0
27.0	3198.0
28.0	2928.0
29.0	2631.0
30.0	2473.0
31.0	2275.0
32.0	2047.0
33.0	1915.0
34.0	1806.0
35.0	1717.0
36.0	1556.0
37.0	1479.0
38.0	1338.0
39.0	1327.0
40.0	1176.0
41.0	1223.0
42.0	1034.0
43.0	1055.0
44.0	967.0
45.0	893.0
46.0	869.0
47.0	781.0
48.0	738.0
49.0	692.0
50.0	19559.0
