#Mapping quality	mapping quality
0.0	4.5581252E7
1.0	6756484.0
2.0	5905075.0
3.0	5494726.0
4.0	5026183.0
5.0	4815534.0
6.0	4760760.0
7.0	4386157.0
8.0	4527680.0
9.0	4386038.0
10.0	4557792.0
11.0	4171836.0
12.0	4327129.0
13.0	4706529.0
14.0	4114846.0
15.0	4545076.0
16.0	4410815.0
17.0	4347853.0
18.0	4445436.0
19.0	4343143.0
20.0	5933174.0
21.0	4782405.0
22.0	4887822.0
23.0	4895191.0
24.0	5326904.0
25.0	5378702.0
26.0	5428141.0
27.0	5698427.0
28.0	5545770.0
29.0	5538155.0
30.0	8859613.0
31.0	6149486.0
32.0	6349342.0
33.0	6768949.0
34.0	6717719.0
35.0	6792646.0
36.0	7722256.0
37.0	7203492.0
38.0	7170236.0
39.0	7153394.0
40.0	1.2835462E7
41.0	7961525.0
42.0	8917330.0
43.0	8522390.0
44.0	8521268.0
45.0	1.2950906E7
46.0	9871210.0
47.0	9517859.0
48.0	1.4246742E7
49.0	1.0261734E7
50.0	1.6150615E7
51.0	1.519576E7
52.0	1.5371223E7
53.0	1.6628394E7
54.0	1.7094168E7
55.0	1.8095382E7
56.0	1.8723328E7
57.0	1.969726E7
58.0	2.1194971E7
59.0	2.0897642E7
60.0	2.096348542E9
61.0	1.0541644E7
62.0	5695073.0
63.0	1874080.0
64.0	356482.0
65.0	940632.0
66.0	142763.0
67.0	23972.0
68.0	8608.0
69.0	387.0
70.0	164899.0
