#Mapping quality	mapping quality
0.0	9.371853E7
1.0	3862967.0
2.0	4302267.0
3.0	4558248.0
4.0	5038358.0
5.0	4207584.0
6.0	4412878.0
7.0	4780693.0
8.0	6485321.0
9.0	4883880.0
10.0	3628567.0
11.0	3368201.0
12.0	2651292.0
13.0	2348100.0
14.0	2127745.0
15.0	2152754.0
16.0	2125678.0
17.0	2178442.0
18.0	2169904.0
19.0	2109118.0
20.0	2477335.0
21.0	2678328.0
22.0	3806084.0
23.0	3399686.0
24.0	2833885.0
25.0	2586519.0
26.0	2274675.0
27.0	2369545.0
28.0	2039817.0
29.0	1963602.0
30.0	3512702.0
31.0	2141211.0
32.0	2291215.0
33.0	2515708.0
34.0	2437490.0
35.0	2185011.0
36.0	1882864.0
37.0	1794245.0
38.0	1750876.0
39.0	1713873.0
40.0	1971650.0
41.0	1742087.0
42.0	1765709.0
43.0	1901439.0
44.0	1735408.0
45.0	1875507.0
46.0	1758354.0
47.0	1670464.0
48.0	1729031.0
49.0	1525601.0
50.0	1491685.0
51.0	1479587.0
52.0	1502538.0
53.0	1368165.0
54.0	1763967.0
55.0	1442762.0
56.0	1488287.0
57.0	1438639.0
58.0	1444608.0
59.0	1324687.0
60.0	5.53959205E8
