#Duplication rate	Coverage
1.0	1.0383085E7
2.0	473820.0
3.0	44637.0
4.0	14737.0
5.0	8879.0
6.0	6236.0
7.0	4615.0
8.0	3487.0
9.0	2663.0
10.0	2053.0
11.0	1603.0
12.0	1348.0
13.0	1068.0
14.0	860.0
15.0	692.0
16.0	554.0
17.0	475.0
18.0	436.0
19.0	325.0
20.0	309.0
21.0	246.0
22.0	215.0
23.0	186.0
24.0	151.0
25.0	134.0
26.0	128.0
27.0	105.0
28.0	77.0
29.0	91.0
30.0	52.0
31.0	57.0
32.0	40.0
33.0	35.0
34.0	17.0
35.0	33.0
36.0	35.0
37.0	26.0
38.0	17.0
39.0	22.0
40.0	15.0
41.0	13.0
42.0	11.0
43.0	9.0
44.0	15.0
45.0	15.0
46.0	10.0
47.0	15.0
48.0	10.0
49.0	12.0
50.0	233.0
