#Coverage (X)	Coverage
1.0	23.15158199549691
2.0	5.268236411459071
3.0	1.5539207733578024
4.0	0.6484369793030567
5.0	0.33690456788494316
6.0	0.1978964412350166
7.0	0.12646407100228885
8.0	0.08652611933983678
9.0	0.06273164430733402
10.0	0.048057480746265924
11.0	0.03857988399525425
12.0	0.032097566132890165
13.0	0.027601149181762707
14.0	0.024351447939238824
15.0	0.02195178659241037
16.0	0.02013403246650114
17.0	0.018683544449615397
18.0	0.017526727244089102
19.0	0.016547362792991294
20.0	0.015707232688839667
21.0	0.01496644913274281
22.0	0.014333607714505092
23.0	0.013762391702371701
24.0	0.013264842025847656
25.0	0.012792155625561463
26.0	0.012367668462204051
27.0	0.011963320552609957
28.0	0.011599286669493836
29.0	0.01126608324891265
30.0	0.010934407143864178
31.0	0.010620845711514448
32.0	0.010326713153588685
33.0	0.010057870099501542
34.0	0.009809201818129054
35.0	0.009578754766351949
36.0	0.009357507126779296
37.0	0.009155830437507007
38.0	0.008969071713977428
39.0	0.008782739218034408
40.0	0.008609086992976245
41.0	0.008438809069701847
42.0	0.008278618532784776
43.0	0.008123791359736288
44.0	0.007975322081620106
45.0	0.007826142424178784
46.0	0.007681260561625436
47.0	0.007543837681950549
48.0	0.007405846498812707
49.0	0.007266008329438023
50.0	0.0071343395222669415
51.0	0.007005973978934321
