#Duplication rate	Coverage
1.0	8087333.0
2.0	432289.0
3.0	37944.0
4.0	10776.0
5.0	6161.0
6.0	3781.0
7.0	2554.0
8.0	1609.0
9.0	1115.0
10.0	775.0
11.0	563.0
12.0	385.0
13.0	315.0
14.0	203.0
15.0	156.0
16.0	98.0
17.0	96.0
18.0	75.0
19.0	71.0
20.0	54.0
21.0	33.0
22.0	47.0
23.0	31.0
24.0	30.0
25.0	14.0
26.0	26.0
27.0	16.0
28.0	13.0
29.0	12.0
30.0	20.0
31.0	13.0
32.0	10.0
33.0	12.0
34.0	8.0
35.0	12.0
36.0	2.0
37.0	11.0
38.0	9.0
39.0	7.0
40.0	8.0
41.0	9.0
42.0	4.0
43.0	5.0
44.0	6.0
45.0	3.0
46.0	9.0
47.0	7.0
48.0	3.0
49.0	4.0
50.0	51.0
