#Duplication rate	Coverage
1.0	7135109.0
2.0	309288.0
3.0	30844.0
4.0	10890.0
5.0	6529.0
6.0	4063.0
7.0	2746.0
8.0	1823.0
9.0	1306.0
10.0	900.0
11.0	645.0
12.0	463.0
13.0	367.0
14.0	246.0
15.0	194.0
16.0	151.0
17.0	109.0
18.0	86.0
19.0	74.0
20.0	67.0
21.0	39.0
22.0	32.0
23.0	27.0
24.0	35.0
25.0	28.0
26.0	32.0
27.0	21.0
28.0	23.0
29.0	15.0
30.0	21.0
31.0	12.0
32.0	23.0
33.0	12.0
34.0	11.0
35.0	6.0
36.0	6.0
37.0	13.0
38.0	6.0
39.0	5.0
40.0	7.0
41.0	7.0
42.0	7.0
43.0	2.0
44.0	2.0
45.0	4.0
46.0	4.0
47.0	0.0
48.0	4.0
49.0	5.0
50.0	52.0
