#Coverage (X)	Coverage
1.0	21.513873863715062
2.0	4.441995679310992
3.0	1.241738720050492
4.0	0.5065730567441733
5.0	0.26225030776009817
6.0	0.15435523254188865
7.0	0.09984246386643747
8.0	0.0696980146391013
9.0	0.05189182417007032
10.0	0.040939693062156834
11.0	0.03380261857950018
12.0	0.02895033710744599
13.0	0.02554868572813973
14.0	0.023087363456227195
15.0	0.02122908219004671
16.0	0.01977838105936769
17.0	0.018663014487231067
18.0	0.01775237923544637
19.0	0.01699262855147765
20.0	0.01634302218126038
21.0	0.015767188703534885
22.0	0.015273865783967722
23.0	0.014826113697850474
24.0	0.014402940736246705
25.0	0.014010811350971153
26.0	0.013640632686716003
27.0	0.013278729941561096
28.0	0.012932100351804365
29.0	0.01260511275027909
30.0	0.012278764490147864
31.0	0.011956252278352508
32.0	0.011634343888971443
33.0	0.011321705949740135
34.0	0.011017592562353684
35.0	0.010730173089015693
36.0	0.010450496750280536
37.0	0.01018509903589404
38.0	0.00994278864945386
39.0	0.009693232393928497
40.0	0.00945866514209115
41.0	0.009230384747240805
42.0	0.009019650721626249
43.0	0.00882543301521821
44.0	0.008636116926126647
45.0	0.008445166964605733
46.0	0.008268850817103157
47.0	0.00809960294384382
48.0	0.00793628673791602
49.0	0.0077748885561561565
50.0	0.007619564117590016
51.0	0.0074716986618881265
