#Duplication rate	Coverage
1.0	1.39346297E8
2.0	1.6682769E7
3.0	3283928.0
4.0	1127711.0
5.0	493556.0
6.0	266107.0
7.0	157886.0
8.0	104475.0
9.0	71127.0
10.0	52298.0
11.0	38752.0
12.0	30243.0
13.0	23963.0
14.0	19344.0
15.0	15948.0
16.0	13688.0
17.0	11479.0
18.0	9859.0
19.0	8609.0
20.0	7486.0
21.0	6594.0
22.0	5931.0
23.0	5333.0
24.0	4913.0
25.0	4385.0
26.0	4046.0
27.0	3637.0
28.0	3241.0
29.0	3084.0
30.0	2827.0
31.0	2683.0
32.0	2378.0
33.0	2165.0
34.0	1988.0
35.0	1881.0
36.0	1816.0
37.0	1672.0
38.0	1557.0
39.0	1499.0
40.0	1417.0
41.0	1291.0
42.0	1233.0
43.0	1184.0
44.0	1112.0
45.0	1075.0
46.0	987.0
47.0	1010.0
48.0	934.0
49.0	832.0
50.0	28624.0
