#Duplication rate	Coverage
1.0	1.43753913E8
2.0	1.7418526E7
3.0	3151259.0
4.0	1005453.0
5.0	412923.0
6.0	217539.0
7.0	126360.0
8.0	83517.0
9.0	56273.0
10.0	41557.0
11.0	30862.0
12.0	24051.0
13.0	18785.0
14.0	15044.0
15.0	12566.0
16.0	10443.0
17.0	8836.0
18.0	7678.0
19.0	6531.0
20.0	5715.0
21.0	5040.0
22.0	4405.0
23.0	4027.0
24.0	3650.0
25.0	3249.0
26.0	2877.0
27.0	2609.0
28.0	2414.0
29.0	2190.0
30.0	2017.0
31.0	1926.0
32.0	1705.0
33.0	1580.0
34.0	1472.0
35.0	1418.0
36.0	1249.0
37.0	1199.0
38.0	1131.0
39.0	1034.0
40.0	1009.0
41.0	918.0
42.0	921.0
43.0	844.0
44.0	780.0
45.0	734.0
46.0	668.0
47.0	640.0
48.0	603.0
49.0	612.0
50.0	17777.0
