#GC Content (%)	Sample
1.0	1.1441713489654345E-7
2.0	1.1441713489654345E-7
3.0	2.6697331475860135E-7
4.0	6.483637644137461E-7
5.0	1.1060323039999201E-6
6.0	1.7543960684136666E-6
7.0	2.2502036529653543E-6
8.0	2.97484550731013E-6
9.0	3.3943750019307887E-6
10.0	4.309712081103136E-6
11.0	6.102247194482318E-6
12.0	1.0373820230619941E-5
13.0	1.4645393266757561E-5
14.0	2.5896411531584337E-5
15.0	4.16096980573763E-5
16.0	7.196837784992583E-5
17.0	1.358512781671626E-4
18.0	2.4649264761212014E-4
19.0	4.754794735850691E-4
20.0	8.657563207171788E-4
21.0	0.0015280789755883033
22.0	0.002594561089958985
23.0	0.004106240276212117
24.0	0.006305490165103544
25.0	0.010197961094283952
26.0	0.01141005808233297
27.0	0.01633140602754806
28.0	0.020601033972392442
29.0	0.024991295716462743
30.0	0.029394906126270978
31.0	0.03383562582683066
32.0	0.038195223778748684
33.0	0.04172529750266678
34.0	0.0437670712748956
35.0	0.04418175711080564
36.0	0.04404594397168343
37.0	0.044046516057357925
38.0	0.04361295139418995
39.0	0.04224730661110978
40.0	0.04052151482642024
41.0	0.038926311131692634
42.0	0.03727740766165358
43.0	0.0359285821974032
44.0	0.03433559056728359
45.0	0.03165140272165565
46.0	0.028785024658227434
47.0	0.02589038556247978
48.0	0.023418060111635268
49.0	0.021236735573877636
50.0	0.019291873114906193
51.0	0.01917165884517489
52.0	0.014181317367617182
53.0	0.014397489474481717
54.0	0.013034438146459196
55.0	0.011919748279252105
56.0	0.010818826607277563
57.0	0.009716417512549367
58.0	0.008753101514810402
59.0	0.007993028487692663
60.0	0.007339897342658229
61.0	0.006727002890062409
62.0	0.006103124392516525
63.0	0.005336338893484856
64.0	0.004537402179547258
65.0	0.0037097086257056626
66.0	0.002973777614051095
67.0	0.002366909130559829
68.0	0.0018611472552721416
69.0	0.0014609923954939635
70.0	0.0011177409908043328
71.0	8.630865875695927E-4
72.0	6.451982236816085E-4
73.0	4.940150494383092E-4
74.0	3.8474668561211015E-4
75.0	3.1304528107694294E-4
76.0	2.4584428384770635E-4
77.0	1.8474553381295217E-4
78.0	1.5122131328826493E-4
79.0	1.3184667844578357E-4
80.0	1.1353993686233662E-4
81.0	9.023698038840728E-5
82.0	7.021398178151217E-5
83.0	5.328024581682373E-5
84.0	4.111389047282462E-5
85.0	3.3028412940135546E-5
86.0	2.429457164303273E-5
87.0	1.861185394317107E-5
88.0	1.4302141862067931E-5
89.0	9.45848315144759E-6
90.0	5.110632025378942E-6
91.0	2.479037922758442E-6
92.0	1.6018398885516085E-6
93.0	6.483637644137462E-7
94.0	4.576685395861738E-7
95.0	5.720856744827172E-7
96.0	5.339466295172028E-7
97.0	1.6399789335171226E-6
98.0	3.0892626422066735E-6
99.0	4.538546350896224E-6
100.0	2.847079706675656E-4
