#Duplication rate	Coverage
1.0	1.35308076E8
2.0	1.5680354E7
3.0	2771702.0
4.0	879452.0
5.0	361520.0
6.0	193338.0
7.0	113919.0
8.0	75717.0
9.0	51622.0
10.0	38424.0
11.0	28494.0
12.0	22460.0
13.0	17401.0
14.0	14374.0
15.0	11636.0
16.0	9886.0
17.0	8342.0
18.0	7220.0
19.0	6119.0
20.0	5318.0
21.0	4772.0
22.0	4255.0
23.0	3764.0
24.0	3402.0
25.0	3041.0
26.0	2814.0
27.0	2555.0
28.0	2305.0
29.0	2168.0
30.0	2006.0
31.0	1795.0
32.0	1690.0
33.0	1641.0
34.0	1438.0
35.0	1307.0
36.0	1321.0
37.0	1170.0
38.0	1070.0
39.0	1035.0
40.0	1031.0
41.0	981.0
42.0	888.0
43.0	834.0
44.0	810.0
45.0	808.0
46.0	731.0
47.0	702.0
48.0	666.0
49.0	607.0
50.0	20771.0
