#Duplication rate	Coverage
1.0	6.8606935E7
2.0	6407915.0
3.0	708328.0
4.0	187346.0
5.0	60002.0
6.0	34648.0
7.0	22756.0
8.0	17248.0
9.0	13841.0
10.0	11740.0
11.0	9801.0
12.0	8332.0
13.0	7008.0
14.0	6166.0
15.0	5225.0
16.0	4484.0
17.0	3882.0
18.0	3368.0
19.0	2919.0
20.0	2546.0
21.0	2166.0
22.0	1812.0
23.0	1584.0
24.0	1394.0
25.0	1246.0
26.0	1057.0
27.0	931.0
28.0	851.0
29.0	750.0
30.0	698.0
31.0	628.0
32.0	512.0
33.0	492.0
34.0	445.0
35.0	401.0
36.0	340.0
37.0	335.0
38.0	277.0
39.0	265.0
40.0	232.0
41.0	240.0
42.0	200.0
43.0	184.0
44.0	185.0
45.0	144.0
46.0	161.0
47.0	141.0
48.0	125.0
49.0	108.0
50.0	2255.0
