#Read position (bp)	Clipping profile
0.0	28.567970556399313
1.0	0.8342953685687595
2.0	0.7859878656880226
3.0	0.7307254007473565
4.0	0.6782605289855648
5.0	0.623111660158599
6.0	0.5868129908814284
7.0	0.5541545526218477
8.0	0.5348481909002921
9.0	0.5163823337571007
10.0	0.49844890284322435
11.0	0.48493078754119917
12.0	0.4719470539571443
13.0	0.45951850137948347
14.0	0.44761224204446953
15.0	0.43596872927604235
16.0	0.4259468499179025
17.0	0.41611500850271355
18.0	0.4057537629770405
19.0	0.3973348510011153
20.0	0.38892962744577675
21.0	0.3811492714016376
22.0	0.3733834926365648
23.0	0.3657000221667083
24.0	0.35832303010063776
25.0	0.3509970585112996
26.0	0.34392121169813705
27.0	0.33682261010789527
28.0	0.32969414287273696
29.0	0.32278344596509484
30.0	0.9711303316762617
31.0	0.9572596951012045
32.0	0.9347294436739305
33.0	0.9230265551590622
34.0	0.8962132502617102
35.0	0.9749392680332906
36.0	0.9538151907208352
37.0	0.9410982924523734
38.0	0.9382974993829722
39.0	0.9180384591429195
40.0	0.9248624034629471
41.0	0.9136240323895478
42.0	0.9027033393367783
43.0	0.8938583086057053
44.0	0.8789030869137697
45.0	0.8799279407408149
46.0	0.8639435987011317
47.0	0.8537434143319725
48.0	0.8310106809430328
49.0	0.8273004078772459
50.0	0.8138830891268138
51.0	0.7954819408809417
52.0	0.7877419390117789
53.0	0.7688376968664205
54.0	0.7613597304770607
55.0	1.1797173289239504
56.0	0.7410651358978219
57.0	0.7197871082966897
58.0	1.0480201456005656
59.0	0.6991087046259346
60.0	0.678794732931839
61.0	0.6676248039613735
62.0	0.6483858177125759
63.0	0.636661241050804
64.0	0.622403062178616
65.0	0.6030120811297969
66.0	0.5874847901203536
67.0	0.5667406109221038
68.0	0.5547189777564303
69.0	0.5308829932225394
70.0	0.5117872909606627
71.0	0.4863613163783602
72.0	0.46415407612259396
73.0	0.4293031795370898
74.0	0.38641629120869686
75.0	0.36005968179819287
76.0	0.24721927557735252
77.0	0.19942144414885118
78.0	0.17289417391025294
79.0	0.14457194285783403
80.0	0.13502204735239243
81.0	0.12470577806579006
82.0	0.12182765430865865
83.0	0.11934542811836674
84.0	0.1191100583929534
85.0	0.12192596205650877
86.0	0.12457262706553733
87.0	0.12823987938090878
88.0	0.13188722126633592
89.0	0.1358371305782385
90.0	0.14061083392908777
91.0	0.14562968444862662
92.0	0.15057102650873933
93.0	0.15668583953369603
94.0	0.16202734568135058
95.0	0.16795407625201172
96.0	0.17323567333813739
97.0	0.1786923755447556
98.0	0.1854585440636054
99.0	0.19114563838815085
100.0	0.1968039336979554
101.0	0.20267537727118187
102.0	0.20880690083555611
103.0	0.21455585971028576
104.0	0.2210752811151826
105.0	0.22704023260046907
106.0	0.2328755885194214
107.0	0.23881565196727741
108.0	0.2445740327418914
109.0	0.25026183815322056
110.0	0.2559507101947254
111.0	0.2618073987171895
112.0	0.2674642718534266
113.0	0.273125589282062
114.0	0.27889036983772947
115.0	0.28452253270823213
116.0	0.290198071872542
117.0	0.2957895250246763
118.0	0.30149368543203114
119.0	0.307008518983219
120.0	0.3126575701648351
121.0	0.31842857272986025
122.0	0.32413273313721513
123.0	0.32992524607744794
124.0	0.33576931280950095
125.0	0.34154742624236334
126.0	0.3475262439199325
127.0	0.3535836366871033
128.0	0.35969773862527626
129.0	0.3659158370055692
130.0	0.3721716229853996
131.0	0.37893761373255347
132.0	0.38652650966017443
133.0	0.3934510727600992
134.0	0.40045118883079495
135.0	0.40749948103108813
136.0	0.4166605898375274
137.0	0.42486582023494296
138.0	0.43349912487616155
139.0	0.44223855921985133
140.0	0.4511539875425133
141.0	0.46329597214633245
142.0	0.47571332510714953
143.0	0.48830631650354706
144.0	0.5147758109409676
145.0	0.5441758717858193
146.0	0.5860201291175737
147.0	0.6250075952957086
148.0	0.6631698452613294
149.0	0.694413398592991
150.0	0.680105799189334
