#Mapping quality	mapping quality
0.0	6.2427715E7
1.0	5230735.0
2.0	5077662.0
3.0	5198258.0
4.0	4681899.0
5.0	4516462.0
6.0	4637408.0
7.0	4197613.0
8.0	4406547.0
9.0	4301476.0
10.0	4459688.0
11.0	3728953.0
12.0	3880838.0
13.0	5045089.0
14.0	3510755.0
15.0	4293968.0
16.0	4083800.0
17.0	3755777.0
18.0	3952921.0
19.0	3800467.0
20.0	6983868.0
21.0	4551439.0
22.0	4641040.0
23.0	4461769.0
24.0	4977209.0
25.0	5018314.0
26.0	4955294.0
27.0	6001093.0
28.0	4867056.0
29.0	4793146.0
30.0	1.205754E7
31.0	5662183.0
32.0	5863995.0
33.0	6584348.0
34.0	6159571.0
35.0	6223982.0
36.0	6768499.0
37.0	6242121.0
38.0	6045477.0
39.0	6397480.0
40.0	1.7805898E7
41.0	7441434.0
42.0	8101014.0
43.0	8234840.0
44.0	7545079.0
45.0	1.2747566E7
46.0	8895964.0
47.0	9121338.0
48.0	1.2672494E7
49.0	8985363.0
50.0	1.4193149E7
51.0	1.1061192E7
52.0	1.0734021E7
53.0	1.2699303E7
54.0	1.1012223E7
55.0	1.2315408E7
56.0	1.2512866E7
57.0	1.1992966E7
58.0	1.1259117E7
59.0	1.0474248E7
60.0	2.043294368E9
