#Duplication rate	Coverage
1.0	1.24282165E8
2.0	1.3012757E7
3.0	2219367.0
4.0	702135.0
5.0	295725.0
6.0	158361.0
7.0	92931.0
8.0	61580.0
9.0	41877.0
10.0	31152.0
11.0	23081.0
12.0	18088.0
13.0	14620.0
14.0	11749.0
15.0	9914.0
16.0	8248.0
17.0	7087.0
18.0	6196.0
19.0	5397.0
20.0	4732.0
21.0	4159.0
22.0	3751.0
23.0	3479.0
24.0	3123.0
25.0	2764.0
26.0	2550.0
27.0	2298.0
28.0	2095.0
29.0	2055.0
30.0	1858.0
31.0	1677.0
32.0	1619.0
33.0	1461.0
34.0	1475.0
35.0	1282.0
36.0	1228.0
37.0	1081.0
38.0	1104.0
39.0	1064.0
40.0	938.0
41.0	870.0
42.0	837.0
43.0	768.0
44.0	748.0
45.0	701.0
46.0	644.0
47.0	652.0
48.0	658.0
49.0	587.0
50.0	18868.0
