#Mapping quality	mapping quality
0.0	3.3848977E7
1.0	5781368.0
2.0	5154777.0
3.0	4988145.0
4.0	4545242.0
5.0	4369630.0
6.0	4338004.0
7.0	4013782.0
8.0	4058668.0
9.0	4046252.0
10.0	4107482.0
11.0	3767276.0
12.0	3859906.0
13.0	4369800.0
14.0	3672911.0
15.0	4093162.0
16.0	3997998.0
17.0	3880753.0
18.0	3967160.0
19.0	3868326.0
20.0	5283756.0
21.0	4300313.0
22.0	4344111.0
23.0	4324833.0
24.0	4716059.0
25.0	4790951.0
26.0	4871719.0
27.0	5179292.0
28.0	4892158.0
29.0	4932314.0
30.0	7210647.0
31.0	5505891.0
32.0	5707910.0
33.0	6159153.0
34.0	6020043.0
35.0	6174817.0
36.0	6884001.0
37.0	6624913.0
38.0	6557830.0
39.0	6659596.0
40.0	1.1338406E7
41.0	7338830.0
42.0	8000348.0
43.0	7794076.0
44.0	7881411.0
45.0	1.0463281E7
46.0	8948203.0
47.0	8494222.0
48.0	1.1173382E7
49.0	8929420.0
50.0	1.2687955E7
51.0	1.1209082E7
52.0	1.1401664E7
53.0	1.2724994E7
54.0	1.1854059E7
55.0	1.3597371E7
56.0	1.5402994E7
57.0	1.642421E7
58.0	1.7111868E7
59.0	1.7088896E7
60.0	2.187400694E9
61.0	1.1275322E7
62.0	6697645.0
63.0	2210498.0
64.0	420673.0
65.0	1114570.0
66.0	185537.0
67.0	33378.0
68.0	10991.0
69.0	463.0
70.0	181976.0
