#Duplication rate	Coverage
1.0	1.29576294E8
2.0	1.5115029E7
3.0	2724058.0
4.0	883465.0
5.0	367024.0
6.0	196425.0
7.0	114913.0
8.0	76744.0
9.0	52318.0
10.0	38418.0
11.0	28553.0
12.0	22401.0
13.0	17903.0
14.0	14573.0
15.0	11857.0
16.0	9946.0
17.0	8352.0
18.0	7270.0
19.0	6188.0
20.0	5456.0
21.0	4787.0
22.0	4314.0
23.0	3935.0
24.0	3549.0
25.0	3083.0
26.0	2793.0
27.0	2628.0
28.0	2319.0
29.0	2134.0
30.0	2067.0
31.0	1922.0
32.0	1759.0
33.0	1609.0
34.0	1519.0
35.0	1374.0
36.0	1332.0
37.0	1202.0
38.0	1146.0
39.0	1074.0
40.0	1053.0
41.0	944.0
42.0	851.0
43.0	889.0
44.0	826.0
45.0	758.0
46.0	680.0
47.0	683.0
48.0	698.0
49.0	631.0
50.0	19675.0
