#Position (bp)	insert size	chromosomes
3381345.5	19319.3957202995	0.0
1.01440355E7	15903.67801708495	47927.796345719566
1.69067255E7	11873.610666046918	0.0
2.36694155E7	9324.650653839746	0.0
3.04321055E7	9977.35633397713	47927.796345719566
3.71947955E7	15807.898042616453	0.0
4.39574855E7	9471.993933785729	0.0
5.07201755E7	7251.408254526279	47927.796345719566
5.74828655E7	4847.7986071367	0.0
6.42455555E7	11915.655975867689	0.0
7.10082455E7	8708.404467706623	47927.796345719566
7.77709355E7	9863.717333315048	0.0
8.45336255E7	5035.75886423288	0.0
9.12963155E7	6307.619192323596	47927.796345719566
9.80590055E7	6176.0684252379415	0.0
1.048216955E8	3894.3948834174653	0.0
1.115843855E8	4561.01205457221	47927.796345719566
1.183470755E8	2663.2366245930803	0.0
1.251097655E8	2577.799448718898	0.0
1.318724555E8	3446.1727968270557	47927.796345719566
1.386351455E8	3903.920588946877	0.0
1.453978355E8	1128.1573947968202	0.0
1.521605255E8	543.9716495202226	47927.796345719566
1.589232155E8	911.8277456098074	0.0
1.656859055E8	1694.1086717357398	0.0
1.724485955E8	877.4055714630472	47927.796345719566
1.792112855E8	584.8732143973222	0.0
1.859739755E8	409.3381037948252	0.0
1.927366655E8	373.0795271612838	47927.796345719566
1.994993555E8	315.60204165020906	0.0
2.05937114E8	264.27105530748486	0.0
2.09318459E8	47927.796345719566	47927.796345719566
2.130247355E8	14443.639446236333	0.0
2.197874255E8	16178.71091369701	0.0
2.265501155E8	8495.450333675564	47927.796345719566
2.333128055E8	12404.960904067182	0.0
2.400754955E8	11998.080107202588	0.0
2.468381855E8	5651.995448590223	47927.796345719566
2.536008755E8	5669.538192319593	0.0
2.603635655E8	10694.63997410915	0.0
2.671262555E8	12101.470936387259	47927.796345719566
2.738889455E8	4013.3340078306364	0.0
2.806516355E8	9765.13871785118	0.0
2.874143255E8	5641.505608963275	47927.796345719566
2.941770155E8	5437.663111172281	0.0
3.009397055E8	8050.146900213202	0.0
3.077023955E8	8706.309739321825	47927.796345719566
3.144650855E8	5515.431323370606	0.0
3.212277755E8	3724.464664048689	0.0
3.279904655E8	2313.8735081409795	47927.796345719566
3.347531555E8	1863.7572698741656	0.0
3.415158455E8	3664.330418655768	0.0
3.482785355E8	3632.847835003623	47927.796345719566
3.550412255E8	696.2672985376089	0.0
3.618039155E8	1225.503914585956	0.0
3.685666055E8	798.1202652548849	47927.796345719566
3.753292955E8	1079.7856375528631	0.0
3.820919855E8	314.6564145761853	0.0
3.888546755E8	479.7144854292924	47927.796345719566
3.956173655E8	350.8624599952895	0.0
4.023800555E8	304.8201345557221	0.0
4.07291275E8	261.5557027697972	47927.796345719566
4.1067262E8	23158.19683086462	0.0
4.159054355E8	9109.535544244483	0.0
4.226681255E8	11748.411615362435	47927.796345719566
4.294308155E8	11803.835000953866	0.0
4.361935055E8	9627.476590156446	0.0
4.429561955E8	7473.5491928932215	47927.796345719566
4.497188855E8	11360.226529049109	0.0
4.564815755E8	6970.135095313936	0.0
4.632442655E8	10532.237373031654	47927.796345719566
4.700069555E8	8664.597736907106	0.0
4.767696455E8	9949.173908458131	0.0
4.835323355E8	11921.048989628996	47927.796345719566
4.902950255E8	4940.145084376549	0.0
4.970577155E8	2708.6102180167063	0.0
5.038204055E8	1848.7801181866544	47927.796345719566
5.105830955E8	2652.715202030596	0.0
5.173457855E8	1945.4395173579364	0.0
5.241084755E8	1682.6995460002483	47927.796345719566
5.308711655E8	1402.9842776934115	0.0
5.376338555E8	1088.9387953129497	0.0
5.443965455E8	1441.5890169741394	47927.796345719566
5.511592355E8	766.1701582165675	0.0
5.579219255E8	797.1804531429318	0.0
5.646846155E8	267.00381506849317	47927.796345719566
5.714473055E8	422.6125752781464	0.0
5.782099955E8	277.092424073247	0.0
5.849726855E8	291.1053689214089	47927.796345719566
5.903608885E8	306.6935004480189	0.0
5.937422335E8	10606.348099356395	0.0
5.984980655E8	15847.500328890428	47927.796345719566
6.052607555E8	7137.3392231238295	0.0
6.120234455E8	7904.638378143663	0.0
6.187861355E8	18601.515584035205	47927.796345719566
6.255488255E8	8718.654401760125	0.0
6.323115155E8	6354.4831764325645	0.0
6.390742055E8	10929.902099444369	47927.796345719566
6.458368955E8	5568.272156846468	0.0
6.525995855E8	3872.773731188588	0.0
6.593622755E8	4983.1188216659675	47927.796345719566
6.661249655E8	1543.5197468524877	0.0
6.728876555E8	4184.759201141227	0.0
6.796503455E8	2474.7636471897526	47927.796345719566
6.864130355E8	2947.5523765294997	0.0
6.931757255E8	3682.6752474007267	0.0
6.999384155E8	2135.8118322960127	47927.796345719566
7.067011055E8	1549.201883815573	0.0
7.134637955E8	2080.272733593364	0.0
7.202264855E8	1245.662482299099	47927.796345719566
7.269891755E8	738.7540217260271	0.0
7.337518655E8	394.79528211667196	0.0
7.405145555E8	368.05006900782087	47927.796345719566
7.472772455E8	361.86988504150315	0.0
7.540399355E8	288.2774370947552	0.0
7.608026255E8	260.39126338387405	47927.796345719566
7.668320365E8	261.52575913262234	0.0
7.702133815E8	16704.97106135536	0.0
7.743280055E8	14587.775456464344	47927.796345719566
7.810906955E8	18139.6542112816	0.0
7.878533855E8	9507.766692772513	0.0
7.946160755E8	9411.474104813362	47927.796345719566
8.013787655E8	7401.397240192705	0.0
8.081414555E8	12683.422069068438	0.0
8.149041455E8	9538.729429805646	47927.796345719566
8.216668355E8	9594.200064932722	0.0
8.284295255E8	6548.535498655855	0.0
8.351922155E8	6018.374888301736	47927.796345719566
8.419549055E8	7225.9824387104	0.0
8.487175955E8	18064.618441629595	0.0
8.554802855E8	5076.331149730407	47927.796345719566
8.622429755E8	5449.281189982816	0.0
8.690056655E8	1986.5225165722193	0.0
8.757683555E8	2515.5676681404993	47927.796345719566
8.825310455E8	3120.666698328912	0.0
8.892937355E8	1454.0765869556192	0.0
8.960564255E8	1032.2171049418462	47927.796345719566
9.028191155E8	915.8778619850711	0.0
9.095818055E8	581.5164355044022	0.0
9.163444955E8	447.0527182528836	47927.796345719566
9.231071855E8	265.24073606532545	0.0
9.298698755E8	399.50956835987915	0.0
9.366325655E8	311.5830915872358	47927.796345719566
9.426997425E8	260.5101388050694	0.0
9.460810875E8	20361.921158603232	0.0
9.501579455E8	7049.028444612466	47927.796345719566
9.569206355E8	8199.844139773606	0.0
9.636833255E8	6685.610412715217	0.0
9.704460155E8	10773.942175641489	47927.796345719566
9.772087055E8	4424.447987887264	0.0
9.839713955E8	5867.9072389350895	0.0
9.907340855E8	9193.978513561113	47927.796345719566
9.974967755E8	5068.076698709185	0.0
1.0042594655E9	3824.2006921832444	0.0
1.0110221555E9	5856.861244851386	47927.796345719566
1.0177848455E9	1760.5413068008431	0.0
1.0245475355E9	3404.246471386406	0.0
1.0313102255E9	3865.439662278781	47927.796345719566
1.0380729155E9	2036.438673319962	0.0
1.0448356055E9	1110.6856978285462	0.0
1.0515982955E9	1706.7220087777107	47927.796345719566
1.0583609855E9	855.7677440129926	0.0
1.0651236755E9	1736.3586912124056	0.0
1.0718863655E9	759.6297946719726	47927.796345719566
1.0786490555E9	1343.1770105816825	0.0
1.0854117455E9	607.5393283874023	0.0
1.0921744355E9	354.73622691396486	47927.796345719566
1.0989371255E9	267.8343829737025	0.0
1.104984942E9	262.02911318063593	0.0
1.108366287E9	2353.6383053017516	47927.796345719566
1.1124625055E9	10865.114077836975	0.0
1.1192251955E9	9975.920743694105	0.0
1.1259878855E9	9326.76082201956	47927.796345719566
1.1327505755E9	8267.712183759122	0.0
1.1395132655E9	8251.932405991209	0.0
1.1462759555E9	10673.156017305213	47927.796345719566
1.1530386455E9	5803.27230099131	0.0
1.1598013355E9	5804.2883436868915	0.0
1.1665640255E9	5949.338816908596	47927.796345719566
1.1733267155E9	4729.849609525477	0.0
1.1800894055E9	1546.0629292142792	0.0
1.1868520955E9	2988.767198370243	47927.796345719566
1.1936147855E9	2025.769406376755	0.0
1.2003774755E9	2481.8567620855847	0.0
