#Duplication rate	Coverage
1.0	1.33408989E8
2.0	1.8774006E7
3.0	3532180.0
4.0	1139517.0
5.0	421316.0
6.0	219403.0
7.0	120853.0
8.0	78515.0
9.0	52913.0
10.0	38545.0
11.0	28524.0
12.0	22677.0
13.0	18016.0
14.0	15273.0
15.0	12267.0
16.0	10538.0
17.0	9142.0
18.0	7895.0
19.0	6833.0
20.0	6302.0
21.0	5495.0
22.0	5022.0
23.0	4370.0
24.0	3952.0
25.0	3629.0
26.0	3361.0
27.0	2937.0
28.0	2647.0
29.0	2518.0
30.0	2294.0
31.0	2163.0
32.0	1920.0
33.0	1790.0
34.0	1653.0
35.0	1571.0
36.0	1449.0
37.0	1345.0
38.0	1263.0
39.0	1140.0
40.0	1114.0
41.0	1053.0
42.0	1024.0
43.0	907.0
44.0	859.0
45.0	798.0
46.0	774.0
47.0	762.0
48.0	714.0
49.0	663.0
50.0	22382.0
