#Duplication rate	Coverage
1.0	6.113522E7
2.0	2695363.0
3.0	268567.0
4.0	75681.0
5.0	34529.0
6.0	21262.0
7.0	14426.0
8.0	10849.0
9.0	8363.0
10.0	6883.0
11.0	5830.0
12.0	5101.0
13.0	4658.0
14.0	4156.0
15.0	3908.0
16.0	3560.0
17.0	3227.0
18.0	2950.0
19.0	2848.0
20.0	2463.0
21.0	2335.0
22.0	2081.0
23.0	1945.0
24.0	1770.0
25.0	1561.0
26.0	1388.0
27.0	1244.0
28.0	1072.0
29.0	1006.0
30.0	845.0
31.0	721.0
32.0	630.0
33.0	597.0
34.0	516.0
35.0	436.0
36.0	397.0
37.0	327.0
38.0	254.0
39.0	275.0
40.0	234.0
41.0	198.0
42.0	192.0
43.0	140.0
44.0	173.0
45.0	178.0
46.0	134.0
47.0	121.0
48.0	102.0
49.0	94.0
50.0	1495.0
