#Duplication rate	Coverage
1.0	4223459.0
2.0	283993.0
3.0	28322.0
4.0	5239.0
5.0	1869.0
6.0	812.0
7.0	447.0
8.0	249.0
9.0	152.0
10.0	81.0
11.0	50.0
12.0	46.0
13.0	39.0
14.0	17.0
15.0	15.0
16.0	14.0
17.0	11.0
18.0	5.0
19.0	7.0
20.0	7.0
21.0	5.0
22.0	2.0
23.0	11.0
24.0	4.0
25.0	1.0
26.0	4.0
27.0	1.0
28.0	0.0
29.0	2.0
30.0	5.0
31.0	0.0
32.0	1.0
33.0	2.0
34.0	0.0
35.0	2.0
36.0	0.0
37.0	0.0
38.0	0.0
39.0	1.0
40.0	4.0
41.0	1.0
42.0	0.0
43.0	0.0
44.0	0.0
45.0	0.0
46.0	0.0
47.0	1.0
48.0	0.0
49.0	0.0
50.0	2.0
