#Coverage	Number of genomic locations
0.0	2.429916731E9
1.0	3.12217167E8
2.0	5.4306721E7
3.0	1.1962635E7
4.0	3635486.0
5.0	1436075.0
6.0	672102.0
7.0	350101.0
8.0	201359.0
9.0	125640.0
10.0	81637.0
11.0	56996.0
12.0	41687.0
13.0	31478.0
14.0	25564.0
15.0	20381.0
16.0	17415.0
17.0	15359.0
18.0	13857.0
19.0	12073.0
20.0	11280.0
21.0	10014.0
22.0	9770.0
23.0	9249.0
24.0	8297.0
25.0	7912.0
26.0	7536.0
27.0	6959.0
28.0	6650.0
29.0	6207.0
30.0	5531.0
31.0	5204.0
32.0	4911.0
33.0	4320.0
34.0	4081.0
35.0	4086.0
36.0	3908.0
37.0	3679.0
38.0	3394.0
39.0	3111.0
40.0	2999.0
41.0	2947.0
42.0	2847.0
43.0	2869.0
44.0	2797.0
45.0	2727.0
46.0	2636.0
47.0	2735.0
48.0	2608.0
49.0	2561.0
50.0	2333.0
51.0	2166.0
52.0	1995.0
53.0	1836.0
54.0	1625.0
55.0	1572.0
56.0	1604.0
57.0	1565.0
58.0	1482.0
59.0	1437.0
60.0	1247.0
61.0	1174.0
62.0	1189.0
63.0	1096.0
64.0	1124.0
65.0	1090.0
66.0	954.0
67.0	981.0
68.0	860.0
69.0	811.0
70.0	711.0
71.0	681.0
72.0	705.0
73.0	680.0
74.0	707.0
75.0	652.0
76.0	757.0
77.0	634.0
78.0	709.0
79.0	632.0
80.0	743.0
81.0	685.0
82.0	623.0
83.0	638.0
84.0	601.0
85.0	532.0
86.0	532.0
87.0	537.0
88.0	549.0
89.0	502.0
90.0	450.0
91.0	469.0
92.0	440.0
93.0	410.0
94.0	435.0
95.0	442.0
96.0	414.0
97.0	414.0
98.0	445.0
99.0	402.0
100.0	365.0
101.0	381.0
102.0	331.0
103.0	377.0
104.0	355.0
105.0	438.0
106.0	417.0
107.0	384.0
108.0	373.0
109.0	353.0
110.0	393.0
111.0	357.0
112.0	399.0
113.0	383.0
114.0	376.0
115.0	490.0
116.0	502.0
117.0	486.0
118.0	517.0
119.0	505.0
120.0	523.0
121.0	600.0
122.0	594.0
123.0	687.0
124.0	710.0
125.0	857.0
126.0	874.0
127.0	959.0
128.0	991.0
129.0	1070.0
130.0	1076.0
131.0	1133.0
132.0	1169.0
133.0	1165.0
134.0	1209.0
135.0	1204.0
136.0	1271.0
137.0	1226.0
138.0	1175.0
139.0	1208.0
140.0	1154.0
141.0	1143.0
142.0	1163.0
143.0	1186.0
144.0	1131.0
145.0	1145.0
146.0	1137.0
147.0	1072.0
148.0	1039.0
149.0	1000.0
150.0	948.0
151.0	972.0
152.0	942.0
153.0	884.0
154.0	850.0
155.0	752.0
156.0	746.0
157.0	655.0
158.0	591.0
159.0	548.0
160.0	473.0
161.0	478.0
162.0	401.0
163.0	370.0
164.0	349.0
165.0	331.0
166.0	312.0
167.0	280.0
168.0	266.0
169.0	279.0
170.0	233.0
171.0	220.0
172.0	215.0
173.0	166.0
174.0	188.0
175.0	163.0
176.0	132.0
177.0	125.0
178.0	141.0
179.0	114.0
180.0	94.0
181.0	130.0
182.0	112.0
183.0	126.0
184.0	122.0
185.0	100.0
186.0	106.0
187.0	85.0
188.0	111.0
189.0	87.0
190.0	114.0
191.0	122.0
192.0	93.0
193.0	95.0
194.0	103.0
195.0	94.0
196.0	90.0
197.0	73.0
198.0	59.0
199.0	72.0
200.0	91.0
201.0	65.0
202.0	89.0
203.0	85.0
204.0	94.0
205.0	88.0
206.0	91.0
207.0	92.0
208.0	78.0
209.0	86.0
210.0	73.0
211.0	74.0
212.0	80.0
213.0	72.0
214.0	58.0
215.0	60.0
216.0	57.0
217.0	35.0
218.0	55.0
219.0	55.0
220.0	45.0
221.0	52.0
222.0	54.0
223.0	43.0
224.0	38.0
225.0	41.0
226.0	45.0
227.0	42.0
228.0	25.0
229.0	27.0
230.0	33.0
231.0	34.0
232.0	26.0
233.0	25.0
234.0	22.0
235.0	22.0
236.0	15.0
237.0	16.0
238.0	14.0
239.0	12.0
240.0	23.0
241.0	19.0
242.0	13.0
243.0	11.0
244.0	10.0
245.0	12.0
246.0	7.0
247.0	10.0
248.0	6.0
249.0	10.0
250.0	17.0
251.0	8.0
252.0	10.0
253.0	10.0
254.0	10.0
255.0	16.0
256.0	6.0
257.0	9.0
258.0	7.0
259.0	4.0
260.0	13.0
261.0	9.0
262.0	10.0
263.0	9.0
264.0	12.0
265.0	14.0
266.0	10.0
267.0	19.0
268.0	10.0
269.0	13.0
270.0	11.0
271.0	10.0
272.0	7.0
273.0	6.0
274.0	5.0
275.0	5.0
276.0	10.0
277.0	8.0
278.0	9.0
279.0	3.0
280.0	4.0
281.0	12.0
282.0	5.0
283.0	6.0
284.0	2.0
285.0	7.0
286.0	3.0
287.0	5.0
288.0	5.0
289.0	5.0
290.0	2.0
291.0	6.0
292.0	3.0
293.0	3.0
294.0	3.0
295.0	1.0
296.0	1.0
297.0	4.0
298.0	1.0
299.0	3.0
300.0	4.0
301.0	4.0
302.0	3.0
303.0	3.0
304.0	3.0
305.0	2.0
306.0	1.0
307.0	2.0
308.0	1.0
309.0	1.0
311.0	2.0
312.0	6.0
313.0	2.0
314.0	3.0
315.0	5.0
316.0	4.0
317.0	2.0
318.0	4.0
319.0	2.0
320.0	2.0
322.0	2.0
323.0	4.0
325.0	1.0
326.0	3.0
327.0	4.0
328.0	4.0
329.0	2.0
330.0	3.0
331.0	1.0
332.0	3.0
333.0	4.0
334.0	2.0
335.0	1.0
336.0	1.0
337.0	1.0
339.0	3.0
340.0	2.0
341.0	1.0
342.0	2.0
343.0	1.0
344.0	2.0
346.0	1.0
347.0	1.0
348.0	7.0
349.0	6.0
350.0	1.0
351.0	2.0
352.0	1.0
353.0	3.0
354.0	1.0
355.0	2.0
356.0	3.0
357.0	4.0
358.0	2.0
359.0	1.0
360.0	2.0
361.0	2.0
363.0	3.0
364.0	2.0
365.0	4.0
366.0	5.0
367.0	7.0
369.0	3.0
370.0	1.0
372.0	1.0
373.0	4.0
374.0	1.0
376.0	2.0
377.0	1.0
378.0	2.0
379.0	2.0
380.0	4.0
381.0	2.0
382.0	1.0
383.0	1.0
384.0	3.0
385.0	2.0
386.0	2.0
387.0	2.0
388.0	2.0
389.0	4.0
390.0	1.0
391.0	3.0
392.0	1.0
394.0	4.0
395.0	1.0
396.0	3.0
397.0	1.0
398.0	3.0
399.0	3.0
401.0	2.0
402.0	2.0
403.0	1.0
404.0	5.0
405.0	2.0
406.0	3.0
407.0	6.0
408.0	3.0
409.0	2.0
411.0	1.0
412.0	1.0
413.0	2.0
415.0	3.0
416.0	1.0
417.0	11.0
418.0	6.0
419.0	8.0
420.0	6.0
421.0	6.0
422.0	7.0
423.0	5.0
