#Mapping quality	mapping quality
0.0	3.9159842E7
1.0	6236072.0
2.0	5476073.0
3.0	5200322.0
4.0	4754440.0
5.0	4549181.0
6.0	4516503.0
7.0	4113585.0
8.0	4216224.0
9.0	4131692.0
10.0	4274438.0
11.0	3844840.0
12.0	3979782.0
13.0	4461147.0
14.0	3780524.0
15.0	4199001.0
16.0	4094755.0
17.0	3954776.0
18.0	4059342.0
19.0	3957800.0
20.0	5558268.0
21.0	4402654.0
22.0	4478303.0
23.0	4454070.0
24.0	4865252.0
25.0	4938768.0
26.0	5001437.0
27.0	5329906.0
28.0	5095642.0
29.0	5088275.0
30.0	7857603.0
31.0	5694504.0
32.0	5908248.0
33.0	6387164.0
34.0	6217789.0
35.0	6349726.0
36.0	7118190.0
37.0	6778934.0
38.0	6739085.0
39.0	6807527.0
40.0	1.1735801E7
41.0	7536109.0
42.0	8208243.0
43.0	8034976.0
44.0	8167864.0
45.0	1.0817062E7
46.0	9189938.0
47.0	8771854.0
48.0	1.1501594E7
49.0	9243769.0
50.0	1.3175123E7
51.0	1.1539757E7
52.0	1.1819673E7
53.0	1.340001E7
54.0	1.2454303E7
55.0	1.4608892E7
56.0	1.6622361E7
57.0	1.8113729E7
58.0	1.9721872E7
59.0	2.0049719E7
60.0	2.157269176E9
61.0	1.0922858E7
62.0	6149446.0
63.0	2060609.0
64.0	387935.0
65.0	1059501.0
66.0	164885.0
67.0	28702.0
68.0	9993.0
69.0	572.0
70.0	182217.0
