#Duplication rate	Coverage
1.0	4.80764E7
2.0	4861720.0
3.0	563673.0
4.0	130847.0
5.0	39394.0
6.0	23168.0
7.0	14246.0
8.0	10558.0
9.0	8209.0
10.0	6862.0
11.0	5669.0
12.0	4901.0
13.0	4416.0
14.0	3891.0
15.0	3455.0
16.0	3274.0
17.0	3095.0
18.0	2715.0
19.0	2502.0
20.0	2342.0
21.0	2240.0
22.0	1935.0
23.0	1816.0
24.0	1713.0
25.0	1520.0
26.0	1442.0
27.0	1346.0
28.0	1258.0
29.0	1209.0
30.0	1099.0
31.0	964.0
32.0	940.0
33.0	890.0
34.0	774.0
35.0	750.0
36.0	700.0
37.0	639.0
38.0	594.0
39.0	512.0
40.0	483.0
41.0	430.0
42.0	436.0
43.0	395.0
44.0	356.0
45.0	298.0
46.0	276.0
47.0	252.0
48.0	244.0
49.0	217.0
50.0	3882.0
