#Coverage (X)	Coverage
1.0	98.86512182286009
2.0	96.67039653157498
3.0	91.90557625924862
4.0	83.95918423914824
5.0	73.19726720542745
6.0	60.821913655700634
7.0	48.35119974076288
8.0	37.085715899189104
9.0	27.78726889051896
10.0	20.663391174759866
11.0	15.52697282626437
12.0	11.992094505690389
13.0	9.632262333456453
14.0	8.077662397927114
15.0	7.042811775284818
16.0	6.331790028362349
17.0	5.8153138956784005
18.0	5.417245432062103
19.0	5.091507663318097
20.0	4.812068230417651
21.0	4.5640577893934875
22.0	4.339297530102698
23.0	4.132947403026947
24.0	3.9414729044008254
25.0	3.7627674387795196
26.0	3.595424095406898
27.0	3.438542123127249
28.0	3.2910712001054065
29.0	3.152546903097118
30.0	3.022163228759709
31.0	2.899380303093409
32.0	2.7837459760783076
33.0	2.6749415135575987
34.0	2.571942581878929
35.0	2.4748108059366842
36.0	2.3830034282627395
37.0	2.2959288572645136
38.0	2.21360590942146
39.0	2.13541560019155
40.0	2.061441513189777
41.0	1.9911854368374833
42.0	1.9242364399253375
43.0	1.8603643625298503
44.0	1.7996075769607955
45.0	1.7415471300519556
46.0	1.6857544201083954
47.0	1.6324487385958975
48.0	1.5814590366924364
49.0	1.5326015487411695
50.0	1.4856567245034853
51.0	1.440468376109692
