#Mapping quality	mapping quality
0.0	3.1415192E7
1.0	5707152.0
2.0	5100971.0
3.0	4963581.0
4.0	4517517.0
5.0	4342010.0
6.0	4352658.0
7.0	4016696.0
8.0	4049916.0
9.0	4054487.0
10.0	4127688.0
11.0	3776547.0
12.0	3894670.0
13.0	4413442.0
14.0	3740900.0
15.0	4114484.0
16.0	4045957.0
17.0	3931613.0
18.0	4041428.0
19.0	3932892.0
20.0	5225462.0
21.0	4361342.0
22.0	4389065.0
23.0	4378356.0
24.0	4739643.0
25.0	4823163.0
26.0	4958415.0
27.0	5252786.0
28.0	4986556.0
29.0	5038063.0
30.0	6966134.0
31.0	5563799.0
32.0	5771014.0
33.0	6189182.0
34.0	6059429.0
35.0	6218932.0
36.0	6887626.0
37.0	6657325.0
38.0	6599639.0
39.0	6659446.0
40.0	1.1011604E7
41.0	7327028.0
42.0	8003117.0
43.0	7762417.0
44.0	7912807.0
45.0	1.02334E7
46.0	8980909.0
47.0	8438100.0
48.0	1.1020963E7
49.0	8954329.0
50.0	1.2526178E7
51.0	1.1213354E7
52.0	1.1499358E7
53.0	1.2711365E7
54.0	1.1966108E7
55.0	1.3779272E7
56.0	1.5912144E7
57.0	1.7571906E7
58.0	1.8352226E7
59.0	1.8417948E7
60.0	2.216516606E9
