#Duplication rate	Coverage
1.0	1.29839648E8
2.0	1.4934788E7
3.0	2641600.0
4.0	840548.0
5.0	342440.0
6.0	181117.0
7.0	104767.0
8.0	68758.0
9.0	46936.0
10.0	34302.0
11.0	25761.0
12.0	20071.0
13.0	16024.0
14.0	13079.0
15.0	10793.0
16.0	9324.0
17.0	7858.0
18.0	6899.0
19.0	5854.0
20.0	5297.0
21.0	4700.0
22.0	4290.0
23.0	3586.0
24.0	3408.0
25.0	3082.0
26.0	2840.0
27.0	2600.0
28.0	2369.0
29.0	2239.0
30.0	1969.0
31.0	1896.0
32.0	1747.0
33.0	1694.0
34.0	1461.0
35.0	1407.0
36.0	1346.0
37.0	1262.0
38.0	1230.0
39.0	1124.0
40.0	1036.0
41.0	1010.0
42.0	940.0
43.0	894.0
44.0	837.0
45.0	777.0
46.0	698.0
47.0	704.0
48.0	674.0
49.0	617.0
50.0	21104.0
