#Duplication rate	Coverage
1.0	6288013.0
2.0	729900.0
3.0	98852.0
4.0	17577.0
5.0	6187.0
6.0	3223.0
7.0	1944.0
8.0	1258.0
9.0	830.0
10.0	542.0
11.0	405.0
12.0	256.0
13.0	200.0
14.0	150.0
15.0	127.0
16.0	69.0
17.0	68.0
18.0	52.0
19.0	45.0
20.0	49.0
21.0	30.0
22.0	31.0
23.0	29.0
24.0	28.0
25.0	17.0
26.0	21.0
27.0	19.0
28.0	10.0
29.0	10.0
30.0	8.0
31.0	13.0
32.0	6.0
33.0	13.0
34.0	8.0
35.0	7.0
36.0	4.0
37.0	8.0
38.0	7.0
39.0	3.0
40.0	5.0
41.0	1.0
42.0	4.0
43.0	5.0
44.0	3.0
45.0	2.0
46.0	4.0
47.0	3.0
48.0	2.0
49.0	2.0
50.0	37.0
