#Coverage	Number of genomic locations
0.0	2.241560483E9
1.0	4.1796178E8
2.0	1.07064782E8
3.0	2.9753264E7
4.0	9865046.0
5.0	4057368.0
6.0	1956692.0
7.0	1044368.0
8.0	596452.0
9.0	356962.0
10.0	222018.0
11.0	149023.0
12.0	101746.0
13.0	73850.0
14.0	55868.0
15.0	43051.0
16.0	34671.0
17.0	27667.0
18.0	23863.0
19.0	20508.0
20.0	18120.0
21.0	16626.0
22.0	15066.0
23.0	14156.0
24.0	12895.0
25.0	12308.0
26.0	11528.0
27.0	10716.0
28.0	10004.0
29.0	9375.0
30.0	8936.0
31.0	8623.0
32.0	8002.0
33.0	7314.0
34.0	6816.0
35.0	6347.0
36.0	5995.0
37.0	5584.0
38.0	5177.0
39.0	5194.0
40.0	5062.0
41.0	4571.0
42.0	4607.0
43.0	4420.0
44.0	4087.0
45.0	3987.0
46.0	3969.0
47.0	4153.0
48.0	3756.0
49.0	3507.0
50.0	3666.0
51.0	3547.0
52.0	3301.0
53.0	3442.0
54.0	3283.0
55.0	3170.0
56.0	2880.0
57.0	2939.0
58.0	2820.0
59.0	2688.0
60.0	2749.0
61.0	2744.0
62.0	2542.0
63.0	2292.0
64.0	2258.0
65.0	2260.0
66.0	2286.0
67.0	2111.0
68.0	2140.0
69.0	2048.0
70.0	1960.0
71.0	1936.0
72.0	1862.0
73.0	1718.0
74.0	1790.0
75.0	1602.0
76.0	1625.0
77.0	1639.0
78.0	1505.0
79.0	1423.0
80.0	1496.0
81.0	1536.0
82.0	1333.0
83.0	1316.0
84.0	1286.0
85.0	1370.0
86.0	1290.0
87.0	1395.0
88.0	1342.0
89.0	1251.0
90.0	1391.0
91.0	1373.0
92.0	1338.0
93.0	1179.0
94.0	1177.0
95.0	1071.0
96.0	1075.0
97.0	1025.0
98.0	1093.0
99.0	991.0
100.0	939.0
101.0	915.0
102.0	960.0
103.0	867.0
104.0	882.0
105.0	812.0
106.0	804.0
107.0	825.0
108.0	821.0
109.0	823.0
110.0	810.0
111.0	720.0
112.0	703.0
113.0	575.0
114.0	591.0
115.0	648.0
116.0	610.0
117.0	544.0
118.0	595.0
119.0	555.0
120.0	556.0
121.0	539.0
122.0	497.0
123.0	503.0
124.0	473.0
125.0	497.0
126.0	473.0
127.0	479.0
128.0	470.0
129.0	429.0
130.0	439.0
131.0	492.0
132.0	407.0
133.0	389.0
134.0	387.0
135.0	348.0
136.0	416.0
137.0	323.0
138.0	343.0
139.0	310.0
140.0	287.0
141.0	274.0
142.0	304.0
143.0	322.0
144.0	268.0
145.0	248.0
146.0	263.0
147.0	277.0
148.0	314.0
149.0	306.0
150.0	280.0
151.0	274.0
152.0	289.0
153.0	295.0
154.0	254.0
155.0	268.0
156.0	270.0
157.0	259.0
158.0	290.0
159.0	292.0
160.0	288.0
161.0	267.0
162.0	273.0
163.0	245.0
164.0	283.0
165.0	233.0
166.0	273.0
167.0	252.0
168.0	171.0
169.0	205.0
170.0	198.0
171.0	192.0
172.0	210.0
173.0	195.0
174.0	192.0
175.0	186.0
176.0	199.0
177.0	195.0
178.0	203.0
179.0	203.0
180.0	171.0
181.0	174.0
182.0	162.0
183.0	164.0
184.0	125.0
185.0	161.0
186.0	145.0
187.0	163.0
188.0	123.0
189.0	141.0
190.0	136.0
191.0	140.0
192.0	175.0
193.0	142.0
194.0	146.0
195.0	153.0
196.0	136.0
197.0	144.0
198.0	139.0
199.0	116.0
200.0	120.0
201.0	123.0
202.0	104.0
203.0	103.0
204.0	127.0
205.0	124.0
206.0	112.0
207.0	135.0
208.0	127.0
209.0	129.0
210.0	125.0
211.0	122.0
212.0	117.0
213.0	149.0
214.0	139.0
215.0	148.0
216.0	141.0
217.0	143.0
218.0	137.0
219.0	142.0
220.0	129.0
221.0	119.0
222.0	121.0
223.0	145.0
224.0	143.0
225.0	112.0
226.0	140.0
227.0	148.0
228.0	94.0
229.0	116.0
230.0	105.0
231.0	114.0
232.0	114.0
233.0	104.0
234.0	123.0
235.0	105.0
236.0	132.0
237.0	93.0
238.0	92.0
239.0	125.0
240.0	139.0
241.0	90.0
242.0	123.0
243.0	133.0
244.0	141.0
245.0	146.0
