#Duplication rate	Coverage
1.0	4.2287338E7
2.0	4004002.0
3.0	450221.0
4.0	109920.0
5.0	35598.0
6.0	21264.0
7.0	13921.0
8.0	10180.0
9.0	8220.0
10.0	6719.0
11.0	5920.0
12.0	5108.0
13.0	4426.0
14.0	3959.0
15.0	3435.0
16.0	3032.0
17.0	2719.0
18.0	2417.0
19.0	2174.0
20.0	1993.0
21.0	1782.0
22.0	1564.0
23.0	1455.0
24.0	1314.0
25.0	1102.0
26.0	1012.0
27.0	844.0
28.0	782.0
29.0	755.0
30.0	605.0
31.0	540.0
32.0	446.0
33.0	410.0
34.0	367.0
35.0	310.0
36.0	318.0
37.0	263.0
38.0	227.0
39.0	219.0
40.0	199.0
41.0	170.0
42.0	153.0
43.0	128.0
44.0	133.0
45.0	125.0
46.0	117.0
47.0	98.0
48.0	79.0
49.0	77.0
50.0	1638.0
