#Mapping quality	mapping quality
0.0	5.0705306E7
1.0	1749742.0
2.0	1836236.0
3.0	2158553.0
4.0	2406188.0
5.0	2170399.0
6.0	2450332.0
7.0	2851943.0
8.0	4042802.0
9.0	2792293.0
10.0	1896924.0
11.0	1556200.0
12.0	1225461.0
13.0	1032618.0
14.0	896316.0
15.0	891525.0
16.0	886382.0
17.0	984648.0
18.0	1017079.0
19.0	1043105.0
20.0	1233081.0
21.0	1446370.0
22.0	2197755.0
23.0	1907766.0
24.0	1524315.0
25.0	1347859.0
26.0	1129497.0
27.0	1209441.0
28.0	990237.0
29.0	950201.0
30.0	1434978.0
31.0	1093437.0
32.0	1178284.0
33.0	1318542.0
34.0	1255347.0
35.0	1101186.0
36.0	922809.0
37.0	895282.0
38.0	842921.0
39.0	847268.0
40.0	888159.0
41.0	830724.0
42.0	847826.0
43.0	960632.0
44.0	867802.0
45.0	909794.0
46.0	857947.0
47.0	802561.0
48.0	835141.0
49.0	705793.0
50.0	704667.0
51.0	677520.0
52.0	695999.0
53.0	617905.0
54.0	881871.0
55.0	679018.0
56.0	701455.0
57.0	660086.0
58.0	669415.0
59.0	621189.0
60.0	2.80083454E8
