#Duplication rate	Coverage
1.0	1.33163005E8
2.0	8641503.0
3.0	1268455.0
4.0	350333.0
5.0	136694.0
6.0	69561.0
7.0	41098.0
8.0	27670.0
9.0	20079.0
10.0	15495.0
11.0	12609.0
12.0	10241.0
13.0	8697.0
14.0	7521.0
15.0	6624.0
16.0	5915.0
17.0	5033.0
18.0	4635.0
19.0	4157.0
20.0	3587.0
21.0	3363.0
22.0	3118.0
23.0	2947.0
24.0	2749.0
25.0	2528.0
26.0	2475.0
27.0	2326.0
28.0	2233.0
29.0	2144.0
30.0	2116.0
31.0	1953.0
32.0	1862.0
33.0	1823.0
34.0	1746.0
35.0	1694.0
36.0	1562.0
37.0	1551.0
38.0	1498.0
39.0	1498.0
40.0	1307.0
41.0	1266.0
42.0	1261.0
43.0	1218.0
44.0	1151.0
45.0	1144.0
46.0	1099.0
47.0	1060.0
48.0	1006.0
49.0	966.0
50.0	24710.0
