#Duplication rate	Coverage
1.0	5.1600372E7
2.0	7952253.0
3.0	1178988.0
4.0	308726.0
5.0	73479.0
6.0	41496.0
7.0	20453.0
8.0	14898.0
9.0	10523.0
10.0	8437.0
11.0	6658.0
12.0	5559.0
13.0	4814.0
14.0	4252.0
15.0	3756.0
16.0	3415.0
17.0	3129.0
18.0	2895.0
19.0	2756.0
20.0	2585.0
21.0	2403.0
22.0	2357.0
23.0	2078.0
24.0	1998.0
25.0	1968.0
26.0	1764.0
27.0	1707.0
28.0	1642.0
29.0	1545.0
30.0	1383.0
31.0	1303.0
32.0	1205.0
33.0	1137.0
34.0	1039.0
35.0	1022.0
36.0	891.0
37.0	826.0
38.0	764.0
39.0	687.0
40.0	646.0
41.0	625.0
42.0	550.0
43.0	484.0
44.0	458.0
45.0	367.0
46.0	395.0
47.0	351.0
48.0	292.0
49.0	250.0
50.0	4465.0
