#Duplication rate	Coverage
1.0	6.4103944E7
2.0	6376981.0
3.0	727164.0
4.0	204244.0
5.0	61482.0
6.0	34814.0
7.0	21066.0
8.0	15085.0
9.0	11678.0
10.0	9267.0
11.0	7404.0
12.0	6466.0
13.0	5624.0
14.0	4724.0
15.0	4154.0
16.0	3796.0
17.0	3287.0
18.0	3017.0
19.0	2846.0
20.0	2612.0
21.0	2438.0
22.0	2302.0
23.0	2165.0
24.0	2069.0
25.0	2031.0
26.0	1912.0
27.0	1739.0
28.0	1685.0
29.0	1553.0
30.0	1447.0
31.0	1405.0
32.0	1259.0
33.0	1162.0
34.0	1123.0
35.0	1084.0
36.0	1009.0
37.0	973.0
38.0	892.0
39.0	797.0
40.0	745.0
41.0	692.0
42.0	638.0
43.0	598.0
44.0	597.0
45.0	548.0
46.0	525.0
47.0	446.0
48.0	420.0
49.0	404.0
50.0	5960.0
