#Duplication rate	Coverage
1.0	1.49556088E8
2.0	1.6285314E7
3.0	2596385.0
4.0	702935.0
5.0	256706.0
6.0	121330.0
7.0	67862.0
8.0	42893.0
9.0	29430.0
10.0	22218.0
11.0	17648.0
12.0	14296.0
13.0	11972.0
14.0	10283.0
15.0	8979.0
16.0	7966.0
17.0	7107.0
18.0	6329.0
19.0	5592.0
20.0	5322.0
21.0	4914.0
22.0	4398.0
23.0	4297.0
24.0	3885.0
25.0	3720.0
26.0	3491.0
27.0	3195.0
28.0	3077.0
29.0	2959.0
30.0	2780.0
31.0	2587.0
32.0	2506.0
33.0	2360.0
34.0	2226.0
35.0	2088.0
36.0	1983.0
37.0	1864.0
38.0	1857.0
39.0	1720.0
40.0	1646.0
41.0	1534.0
42.0	1469.0
43.0	1413.0
44.0	1279.0
45.0	1263.0
46.0	1207.0
47.0	1151.0
48.0	1094.0
49.0	1023.0
50.0	22041.0
