#Duplication rate	Coverage
1.0	1.52675951E8
2.0	2.0251838E7
3.0	3991920.0
4.0	1405524.0
5.0	598132.0
6.0	322401.0
7.0	188907.0
8.0	122449.0
9.0	83451.0
10.0	61044.0
11.0	44915.0
12.0	34738.0
13.0	26952.0
14.0	22154.0
15.0	18007.0
16.0	15067.0
17.0	12413.0
18.0	10681.0
19.0	9245.0
20.0	7985.0
21.0	6943.0
22.0	6207.0
23.0	5357.0
24.0	4791.0
25.0	4409.0
26.0	3926.0
27.0	3565.0
28.0	3180.0
29.0	3013.0
30.0	2783.0
31.0	2565.0
32.0	2327.0
33.0	2215.0
34.0	1969.0
35.0	1781.0
36.0	1700.0
37.0	1642.0
38.0	1515.0
39.0	1411.0
40.0	1306.0
41.0	1194.0
42.0	1167.0
43.0	1137.0
44.0	1081.0
45.0	1026.0
46.0	906.0
47.0	883.0
48.0	854.0
49.0	819.0
50.0	26386.0
