#Mapping quality	mapping quality
0.0	6.4214448E7
1.0	3985001.0
2.0	3960875.0
3.0	4403768.0
4.0	3908791.0
5.0	3721538.0
6.0	3975616.0
7.0	3587954.0
8.0	3724638.0
9.0	3861531.0
10.0	3736298.0
11.0	3042457.0
12.0	3216585.0
13.0	4647006.0
14.0	2761299.0
15.0	3651758.0
16.0	3319707.0
17.0	2987405.0
18.0	3256378.0
19.0	3099036.0
20.0	6376164.0
21.0	3860356.0
22.0	3888524.0
23.0	3741016.0
24.0	4201277.0
25.0	4347248.0
26.0	3949135.0
27.0	5890094.0
28.0	3887938.0
29.0	3846584.0
30.0	9462774.0
31.0	4623523.0
32.0	4642840.0
33.0	5614936.0
34.0	4844908.0
35.0	4911275.0
36.0	5264151.0
37.0	5096540.0
38.0	4731164.0
39.0	5316741.0
40.0	1.6253733E7
41.0	6027658.0
42.0	6330238.0
43.0	6607232.0
44.0	6028838.0
45.0	8411583.0
46.0	7166038.0
47.0	7236320.0
48.0	8702653.0
49.0	6827614.0
50.0	1.1323312E7
51.0	7525383.0
52.0	7633375.0
53.0	1.0162114E7
54.0	7963584.0
55.0	9262899.0
56.0	9053915.0
57.0	8683975.0
58.0	7920571.0
59.0	7839264.0
60.0	1.843015374E9
