#Duplication rate	Coverage
1.0	4.9764576E7
2.0	1809326.0
3.0	183267.0
4.0	54391.0
5.0	26930.0
6.0	17232.0
7.0	12189.0
8.0	9266.0
9.0	7461.0
10.0	6200.0
11.0	5196.0
12.0	4864.0
13.0	4059.0
14.0	3662.0
15.0	3255.0
16.0	2933.0
17.0	2657.0
18.0	2451.0
19.0	2171.0
20.0	1975.0
21.0	1779.0
22.0	1687.0
23.0	1565.0
24.0	1394.0
25.0	1272.0
26.0	1115.0
27.0	1059.0
28.0	1008.0
29.0	891.0
30.0	785.0
31.0	667.0
32.0	597.0
33.0	523.0
34.0	496.0
35.0	412.0
36.0	360.0
37.0	309.0
38.0	300.0
39.0	264.0
40.0	212.0
41.0	230.0
42.0	192.0
43.0	171.0
44.0	162.0
45.0	131.0
46.0	112.0
47.0	147.0
48.0	102.0
49.0	89.0
50.0	1495.0
