#GC Content (%)	Sample
1.0	4.113441025047565E-7
2.0	2.7422940166983766E-7
3.0	1.3711470083491883E-7
4.0	4.113441025047565E-7
5.0	6.855735041745941E-7
6.0	8.22688205009513E-7
7.0	2.0567205125237827E-6
8.0	1.6453764100190262E-6
9.0	1.5082617091841072E-6
10.0	2.3309499141936203E-6
11.0	1.9196058116888638E-6
12.0	4.799014529222159E-6
13.0	6.581505640076105E-6
14.0	9.4609143576094E-6
15.0	1.8373369911879124E-5
16.0	3.5786936917913816E-5
17.0	5.964489486318969E-5
18.0	1.1462788989799215E-4
19.0	2.1801237432752095E-4
20.0	4.3204842233082925E-4
21.0	7.741496009139518E-4
22.0	0.0014331228531265718
23.0	0.0024047176232428065
24.0	0.003965494262846687
25.0	0.0069840744017274255
26.0	0.008436119083569216
27.0	0.01311707785537251
28.0	0.01757714484413075
29.0	0.022794907669702755
30.0	0.028434023970940463
31.0	0.03430541257539252
32.0	0.04014183693113168
33.0	0.04525182760184742
34.0	0.04883504607876636
35.0	0.05016464733276257
36.0	0.05095305686256336
37.0	0.050605882440049335
38.0	0.04909638669855771
39.0	0.04655880493020588
40.0	0.043774142470949504
41.0	0.04150228899281574
42.0	0.039275409136555826
43.0	0.03739872022622829
44.0	0.035507771387013914
45.0	0.03152966257169042
46.0	0.027781906453769586
47.0	0.02445989148194117
48.0	0.021697578718920894
49.0	0.019452462607449938
50.0	0.01762842574224301
51.0	0.0174344084405616
52.0	0.012914833671641004
53.0	0.013011773765131292
54.0	0.011837523467181048
55.0	0.010705915841190461
56.0	0.009596246567333464
57.0	0.008640694217214915
58.0	0.00784830836108992
59.0	0.006999019904118432
60.0	0.006464409685563083
61.0	0.005754429764639873
62.0	0.005171555171390633
63.0	0.004449509156793951
64.0	0.0036679553620349134
65.0	0.0029178008337670727
66.0	0.0022629410225795004
67.0	0.0017542454824819515
68.0	0.0013346744979271
69.0	0.0010268519945527072
70.0	7.67019636470536E-4
71.0	5.577826029964498E-4
72.0	4.0654508797553427E-4
73.0	3.059028975627039E-4
74.0	2.2445676526676212E-4
75.0	1.9429153108307997E-4
76.0	1.4150237126163624E-4
77.0	1.0886907246292554E-4
78.0	8.254304990262112E-5
79.0	7.212233263916731E-5
80.0	6.485525349491661E-5
81.0	4.8127259993056505E-5
82.0	3.5924051618748735E-5
83.0	2.3309499141936205E-5
84.0	2.221258153525685E-5
85.0	1.8099140510209286E-5
86.0	1.3300125980987127E-5
87.0	1.2066093673472856E-5
88.0	8.22688205009513E-6
89.0	7.678423246755455E-6
90.0	3.7020969225428085E-6
91.0	2.4680646150285393E-6
92.0	1.5082617091841068E-6
93.0	1.0969176066793504E-6
94.0	5.484588033396753E-7
95.0	1.3711470083491883E-7
96.0	4.113441025047565E-7
97.0	1.3711470083491883E-7
98.0	1.3711470083491883E-7
99.0	1.0969176066793507E-6
100.0	3.2729279089295125E-4
