#Coverage	Number of genomic locations
0.0	2.486272416E9
1.0	2.72408355E8
2.0	4.3145904E7
3.0	8853939.0
4.0	2538712.0
5.0	938459.0
6.0	412189.0
7.0	210011.0
8.0	115447.0
9.0	71685.0
10.0	48333.0
11.0	35626.0
12.0	27763.0
13.0	21920.0
14.0	18428.0
15.0	16151.0
16.0	15350.0
17.0	14552.0
18.0	12959.0
19.0	12025.0
20.0	10996.0
21.0	10347.0
22.0	8864.0
23.0	8200.0
24.0	7368.0
25.0	6530.0
26.0	5954.0
27.0	5507.0
28.0	5311.0
29.0	5273.0
30.0	4938.0
31.0	4658.0
32.0	4342.0
33.0	4238.0
34.0	3967.0
35.0	3330.0
36.0	3437.0
37.0	3127.0
38.0	2919.0
39.0	2754.0
40.0	2695.0
41.0	2636.0
42.0	2433.0
43.0	2188.0
44.0	1952.0
45.0	1978.0
46.0	1931.0
47.0	1766.0
48.0	1643.0
49.0	1625.0
50.0	1484.0
51.0	1424.0
52.0	1275.0
53.0	1241.0
54.0	1141.0
55.0	1039.0
56.0	988.0
57.0	914.0
58.0	940.0
59.0	903.0
60.0	912.0
61.0	882.0
62.0	845.0
63.0	793.0
64.0	746.0
65.0	623.0
66.0	522.0
67.0	567.0
68.0	525.0
69.0	549.0
70.0	557.0
71.0	499.0
72.0	503.0
73.0	442.0
74.0	466.0
75.0	447.0
76.0	448.0
77.0	401.0
78.0	384.0
79.0	439.0
80.0	395.0
81.0	356.0
82.0	308.0
83.0	311.0
84.0	346.0
85.0	320.0
86.0	308.0
87.0	288.0
88.0	334.0
89.0	299.0
90.0	356.0
91.0	270.0
92.0	301.0
93.0	330.0
94.0	381.0
95.0	383.0
96.0	392.0
97.0	488.0
98.0	492.0
99.0	552.0
100.0	601.0
101.0	662.0
102.0	687.0
103.0	723.0
104.0	761.0
105.0	782.0
106.0	894.0
107.0	909.0
108.0	1010.0
109.0	1134.0
110.0	1157.0
111.0	1191.0
112.0	1279.0
113.0	1377.0
114.0	1409.0
115.0	1540.0
116.0	1544.0
117.0	1569.0
118.0	1512.0
119.0	1562.0
120.0	1469.0
121.0	1428.0
122.0	1302.0
123.0	1192.0
124.0	1047.0
125.0	1091.0
126.0	1005.0
127.0	939.0
128.0	864.0
129.0	866.0
130.0	766.0
131.0	657.0
132.0	667.0
133.0	527.0
134.0	491.0
135.0	475.0
136.0	440.0
137.0	416.0
138.0	342.0
139.0	315.0
140.0	302.0
141.0	225.0
142.0	220.0
143.0	199.0
144.0	206.0
145.0	177.0
146.0	150.0
147.0	139.0
148.0	121.0
149.0	100.0
150.0	93.0
151.0	74.0
152.0	80.0
153.0	57.0
154.0	68.0
155.0	57.0
156.0	56.0
157.0	45.0
158.0	41.0
159.0	47.0
160.0	39.0
161.0	39.0
162.0	33.0
163.0	35.0
164.0	23.0
165.0	35.0
166.0	38.0
167.0	32.0
168.0	31.0
169.0	15.0
170.0	29.0
171.0	26.0
172.0	17.0
173.0	32.0
174.0	13.0
175.0	15.0
176.0	16.0
177.0	21.0
178.0	14.0
179.0	16.0
180.0	11.0
181.0	10.0
182.0	20.0
183.0	17.0
184.0	19.0
185.0	21.0
186.0	15.0
187.0	22.0
188.0	19.0
189.0	11.0
190.0	15.0
191.0	17.0
192.0	16.0
193.0	23.0
194.0	16.0
195.0	14.0
196.0	11.0
197.0	15.0
198.0	16.0
199.0	17.0
200.0	10.0
201.0	6.0
202.0	13.0
203.0	15.0
204.0	6.0
205.0	16.0
206.0	13.0
207.0	10.0
208.0	12.0
209.0	17.0
210.0	30.0
211.0	17.0
212.0	23.0
213.0	20.0
214.0	16.0
215.0	20.0
216.0	15.0
217.0	17.0
218.0	19.0
219.0	22.0
220.0	16.0
221.0	28.0
222.0	30.0
223.0	22.0
224.0	23.0
225.0	27.0
226.0	26.0
227.0	16.0
228.0	20.0
229.0	19.0
230.0	15.0
231.0	27.0
232.0	27.0
233.0	12.0
234.0	15.0
235.0	10.0
236.0	12.0
237.0	6.0
238.0	11.0
239.0	14.0
240.0	12.0
241.0	7.0
242.0	8.0
243.0	14.0
244.0	17.0
245.0	10.0
246.0	10.0
247.0	6.0
248.0	3.0
249.0	8.0
250.0	8.0
251.0	9.0
252.0	10.0
253.0	15.0
254.0	6.0
255.0	7.0
256.0	5.0
257.0	6.0
258.0	6.0
259.0	8.0
260.0	4.0
261.0	5.0
262.0	7.0
263.0	6.0
264.0	5.0
265.0	7.0
266.0	9.0
267.0	5.0
268.0	6.0
269.0	4.0
270.0	3.0
271.0	11.0
272.0	3.0
273.0	6.0
274.0	6.0
275.0	7.0
276.0	9.0
277.0	1.0
278.0	5.0
279.0	4.0
280.0	11.0
281.0	6.0
282.0	3.0
283.0	5.0
284.0	6.0
285.0	8.0
286.0	4.0
287.0	9.0
288.0	3.0
289.0	4.0
290.0	6.0
291.0	3.0
292.0	6.0
293.0	3.0
294.0	2.0
295.0	6.0
296.0	2.0
297.0	3.0
298.0	5.0
299.0	2.0
300.0	8.0
301.0	4.0
302.0	3.0
303.0	7.0
304.0	3.0
305.0	4.0
307.0	5.0
308.0	4.0
309.0	2.0
310.0	1.0
311.0	5.0
312.0	5.0
313.0	8.0
314.0	3.0
315.0	6.0
316.0	5.0
317.0	3.0
318.0	2.0
319.0	6.0
320.0	4.0
321.0	4.0
322.0	5.0
323.0	3.0
324.0	3.0
325.0	7.0
326.0	3.0
327.0	10.0
328.0	9.0
329.0	6.0
330.0	2.0
331.0	6.0
332.0	7.0
333.0	4.0
334.0	8.0
