#Duplication rate	Coverage
1.0	1.27280303E8
2.0	1.7899704E7
3.0	3368829.0
4.0	1079627.0
5.0	400737.0
6.0	209102.0
7.0	114531.0
8.0	75250.0
9.0	50316.0
10.0	36304.0
11.0	27324.0
12.0	21560.0
13.0	16836.0
14.0	13827.0
15.0	11491.0
16.0	9716.0
17.0	8057.0
18.0	7214.0
19.0	6121.0
20.0	5407.0
21.0	4869.0
22.0	4337.0
23.0	3885.0
24.0	3543.0
25.0	3044.0
26.0	2848.0
27.0	2560.0
28.0	2372.0
29.0	2166.0
30.0	2026.0
31.0	1863.0
32.0	1761.0
33.0	1662.0
34.0	1520.0
35.0	1364.0
36.0	1255.0
37.0	1160.0
38.0	1153.0
39.0	1075.0
40.0	981.0
41.0	925.0
42.0	861.0
43.0	872.0
44.0	760.0
45.0	755.0
46.0	703.0
47.0	685.0
48.0	658.0
49.0	597.0
50.0	20507.0
