#Duplication rate	Coverage
1.0	6.8639896E7
2.0	3139713.0
3.0	345612.0
4.0	93165.0
5.0	41381.0
6.0	24529.0
7.0	16467.0
8.0	12345.0
9.0	9625.0
10.0	7703.0
11.0	6525.0
12.0	5640.0
13.0	4928.0
14.0	4370.0
15.0	3956.0
16.0	3591.0
17.0	3361.0
18.0	3085.0
19.0	2869.0
20.0	2671.0
21.0	2515.0
22.0	2253.0
23.0	2112.0
24.0	1935.0
25.0	1853.0
26.0	1727.0
27.0	1624.0
28.0	1477.0
29.0	1470.0
30.0	1329.0
31.0	1203.0
32.0	1121.0
33.0	1101.0
34.0	1025.0
35.0	887.0
36.0	844.0
37.0	737.0
38.0	715.0
39.0	685.0
40.0	586.0
41.0	560.0
42.0	483.0
43.0	418.0
44.0	386.0
45.0	387.0
46.0	314.0
47.0	297.0
48.0	261.0
49.0	247.0
50.0	3029.0
