#Mapping quality	mapping quality
0.0	4.2163026E7
1.0	6736883.0
2.0	5792944.0
3.0	5352116.0
4.0	4883937.0
5.0	4667148.0
6.0	4580275.0
7.0	4207245.0
8.0	4325429.0
9.0	4205687.0
10.0	4314686.0
11.0	3991276.0
12.0	4107344.0
13.0	4463951.0
14.0	3962633.0
15.0	4306718.0
16.0	4228272.0
17.0	4153727.0
18.0	4226721.0
19.0	4163228.0
20.0	5446504.0
21.0	4565183.0
22.0	4666874.0
23.0	4681451.0
24.0	5056861.0
25.0	5167348.0
26.0	5220071.0
27.0	5495315.0
28.0	5385179.0
29.0	5422676.0
30.0	7676716.0
31.0	5970500.0
32.0	6184984.0
33.0	6581310.0
34.0	6578839.0
35.0	6682962.0
36.0	7456959.0
37.0	7164314.0
38.0	7170205.0
39.0	7180648.0
40.0	1.1237756E7
41.0	7911735.0
42.0	8713906.0
43.0	8435707.0
44.0	8626612.0
45.0	1.128761E7
46.0	9747502.0
47.0	9354500.0
48.0	1.2405885E7
49.0	1.005872E7
50.0	1.4006141E7
51.0	1.3225697E7
52.0	1.372977E7
53.0	1.4936381E7
54.0	1.5396237E7
55.0	1.706128E7
56.0	1.8685415E7
57.0	2.0941447E7
58.0	2.4222369E7
59.0	2.5198874E7
60.0	2.152740264E9
