#Duplication rate	Coverage
1.0	1.52407112E8
2.0	1.9281748E7
3.0	3615202.0
4.0	1214571.0
5.0	507421.0
6.0	272138.0
7.0	159132.0
8.0	104880.0
9.0	70939.0
10.0	52167.0
11.0	38919.0
12.0	30629.0
13.0	24175.0
14.0	19881.0
15.0	16159.0
16.0	13855.0
17.0	11550.0
18.0	9767.0
19.0	8780.0
20.0	7733.0
21.0	6715.0
22.0	6050.0
23.0	5432.0
24.0	4878.0
25.0	4388.0
26.0	4021.0
27.0	3622.0
28.0	3341.0
29.0	3142.0
30.0	2914.0
31.0	2516.0
32.0	2350.0
33.0	2232.0
34.0	2110.0
35.0	1964.0
36.0	1700.0
37.0	1743.0
38.0	1606.0
39.0	1566.0
40.0	1453.0
41.0	1323.0
42.0	1280.0
43.0	1171.0
44.0	1112.0
45.0	1012.0
46.0	971.0
47.0	872.0
48.0	883.0
49.0	867.0
50.0	25731.0
