#Duplication rate	Coverage
1.0	1.65273514E8
2.0	2.4404483E7
3.0	4842128.0
4.0	1688845.0
5.0	703917.0
6.0	378156.0
7.0	219074.0
8.0	141982.0
9.0	97157.0
10.0	70094.0
11.0	52106.0
12.0	40411.0
13.0	31669.0
14.0	25668.0
15.0	20984.0
16.0	17483.0
17.0	14846.0
18.0	12803.0
19.0	10934.0
20.0	9633.0
21.0	8475.0
22.0	7406.0
23.0	6728.0
24.0	6040.0
25.0	5347.0
26.0	4838.0
27.0	4350.0
28.0	4011.0
29.0	3692.0
30.0	3293.0
31.0	3033.0
32.0	2834.0
33.0	2635.0
34.0	2490.0
35.0	2305.0
36.0	2210.0
37.0	1861.0
38.0	1866.0
39.0	1721.0
40.0	1603.0
41.0	1558.0
42.0	1411.0
43.0	1421.0
44.0	1292.0
45.0	1293.0
46.0	1237.0
47.0	1111.0
48.0	990.0
49.0	966.0
50.0	32698.0
