#Duplication rate	Coverage
1.0	6.8092076E7
2.0	3624558.0
3.0	343864.0
4.0	88987.0
5.0	35712.0
6.0	19920.0
7.0	12019.0
8.0	7763.0
9.0	5304.0
10.0	3924.0
11.0	2747.0
12.0	2122.0
13.0	1692.0
14.0	1299.0
15.0	1005.0
16.0	786.0
17.0	616.0
18.0	544.0
19.0	426.0
20.0	380.0
21.0	297.0
22.0	233.0
23.0	203.0
24.0	171.0
25.0	140.0
26.0	129.0
27.0	85.0
28.0	81.0
29.0	71.0
30.0	68.0
31.0	58.0
32.0	48.0
33.0	41.0
34.0	42.0
35.0	36.0
36.0	33.0
37.0	29.0
38.0	23.0
39.0	26.0
40.0	25.0
41.0	17.0
42.0	19.0
43.0	24.0
44.0	16.0
45.0	11.0
46.0	13.0
47.0	16.0
48.0	12.0
49.0	12.0
50.0	271.0
