#Position (bp)	insert size
3519247.5	307646.9000500964
1.05577415E7	253272.3439708116
1.75962355E7	229232.55323773797
2.46347295E7	180584.96901723457
3.16732235E7	207652.59220627698
3.87117175E7	183453.1305040771
4.57502115E7	193362.62169794925
5.27887055E7	110600.48307018769
5.98271995E7	133973.03965300656
6.68656935E7	127534.32625977123
7.39041875E7	104078.55568101311
8.09426815E7	87562.98876487002
8.79811755E7	137510.78566663887
9.50196695E7	98914.96730643045
1.020581635E8	84107.31378889793
1.090966575E8	61079.780571368334
1.161351515E8	53405.88889173017
1.231736455E8	49327.35340303729
1.302121395E8	61931.07262123512
1.372506335E8	46792.800250538436
1.442891275E8	28424.37631707487
1.513276215E8	23949.335777328306
1.583661155E8	20405.501881804328
1.654046095E8	13775.327791485204
1.724431035E8	11204.356692814446
1.794815975E8	7302.201209611345
1.865200915E8	4353.806582181599
1.935585855E8	4048.2617856748093
2.005970795E8	1156.8483674753547
2.06554927E8	243.3861755449353
2.10074174E8	241114.35144943974
2.146740675E8	282103.78145838744
2.217125615E8	279907.4927427781
2.287510555E8	262691.47799821
2.357895495E8	194769.7953004634
2.428280435E8	134993.03786940363
2.498665375E8	175906.13394020812
2.569050315E8	119151.59212223435
2.639435255E8	151818.11739114867
2.709820195E8	108709.94752967435
2.780205135E8	127303.17679568433
2.850590075E8	85687.42010136394
2.920975015E8	63737.416846244596
2.991359955E8	65134.25468455483
3.061744895E8	58380.46958914881
3.132129835E8	42317.38174702948
3.202514775E8	40874.371203619274
3.272899715E8	36977.78022602648
3.343284655E8	41481.73313178508
3.413669595E8	29088.61317074258
3.484054535E8	32323.58143892917
3.554439475E8	19198.98705565574
3.624824415E8	8797.828377355705
3.695209355E8	10320.15067211487
3.765594295E8	5880.865068458289
3.835979235E8	3709.9089178626778
3.906364175E8	2348.05545907917
3.976749115E8	776.4905808971774
4.047134055E8	547.538219070134
4.08526901E8	245.70450565196626
4.12046148E8	268191.7482274785
4.187903935E8	166841.79819035067
4.258288875E8	174889.43113632468
4.328673815E8	188716.61422110628
4.399058755E8	148606.8392234943
4.469443695E8	134274.35199108883
4.539828635E8	95511.93279045762
4.610213575E8	106555.6007272519
4.680598515E8	115159.89703187354
4.750983455E8	86873.23952223003
4.821368395E8	67855.73431702661
4.891753335E8	55467.709093727
4.962138275E8	47221.661050834045
5.032523215E8	36063.66795156906
5.102908155E8	51972.10289583199
5.173293095E8	39115.715706462215
5.243678035E8	25561.321240811125
5.314062975E8	16812.737943669268
5.384447915E8	9926.058998358692
5.454832855E8	18446.011400431733
5.525217795E8	6836.201673715065
5.595602735E8	8648.751858787755
5.665987675E8	7365.838666232215
5.736372615E8	3443.655939564371
5.806757555E8	883.3813565328325
5.877142495E8	577.5972839853645
5.918006215E8	229.29902051376826
5.953198685E8	245697.24434279237
6.017912375E8	171014.0759515432
6.088297315E8	115023.10747778874
6.158682255E8	114829.35686768763
6.229067195E8	128628.62668559262
6.299452135E8	134272.09814254296
6.369837075E8	111558.60465820426
6.440222015E8	93692.55260597097
6.510606955E8	88095.52008222279
6.580991895E8	68410.21472544647
6.651376835E8	76880.93256641911
6.721761775E8	69023.5835976995
6.792146715E8	22251.49475733621
6.862531655E8	50871.15025001016
6.932916595E8	31232.3576101377
7.003301535E8	39203.458853346645
7.073686475E8	29890.74940595869
7.144071415E8	17731.493758638087
7.214456355E8	11736.31860217345
7.284841295E8	9679.583585611255
7.355226235E8	9637.11693152835
7.425611175E8	5766.920249161476
7.495996115E8	3250.452221362083
7.566381055E8	1668.5669585487583
7.636765995E8	691.4746081859754
7.683379745E8	380.73505888556866
7.718572215E8	280371.93165659235
7.777535875E8	170408.20253757638
7.847920815E8	151121.8182196257
7.918305755E8	143975.5049564434
