#Position (bp)	mapping quality
3519247.5	56.515657745347426
1.05577415E7	58.00239545075066
1.75962355E7	57.18678042899272
2.46347295E7	55.58579931462644
3.16732235E7	55.796475792117874
3.87117175E7	55.687743972581906
4.57502115E7	55.84819380074438
5.27887055E7	55.68673566604053
5.98271995E7	54.92815923714782
6.68656935E7	55.66138829262566
7.39041875E7	54.22689854966579
8.09426815E7	54.87138355833709
8.79811755E7	52.662087057754576
9.50196695E7	55.31558687755054
1.020581635E8	54.44149191101002
1.090966575E8	56.75432241733918
1.161351515E8	53.99281271758529
1.231736455E8	48.37652640234646
1.302121395E8	54.26899699770785
1.372506335E8	55.904455723279064
1.442891275E8	55.08752282671449
1.513276215E8	55.864880865627974
1.583661155E8	55.761343023537165
1.654046095E8	57.621101339632894
1.724431035E8	53.750395269701436
1.794815975E8	58.14207396362088
1.865200915E8	58.37553071905072
1.935585855E8	58.406972954146035
2.005970795E8	57.65298792791631
2.06554927E8	58.45978031816086
2.10074174E8	58.389923617169636
2.146740675E8	57.65898408588018
2.217125615E8	58.72868742920564
2.287510555E8	58.22228243807253
2.357895495E8	55.663745048977006
2.428280435E8	55.540647913016315
2.498665375E8	53.81146886697145
2.569050315E8	55.50124041664725
2.639435255E8	57.019982040574355
2.709820195E8	55.86028332112501
2.780205135E8	54.79724340502182
2.850590075E8	54.306579933485345
2.920975015E8	57.186222901090396
2.991359955E8	50.12270606676431
3.061744895E8	55.36873125941256
3.132129835E8	56.10112422292396
3.202514775E8	55.623954470978695
3.272899715E8	49.0255955863788
3.343284655E8	50.86419993509398
3.413669595E8	55.701864986856094
3.484054535E8	54.96486576138237
3.554439475E8	54.6810203285944
3.624824415E8	55.6242559377745
3.695209355E8	56.035938573352546
3.765594295E8	56.414928588542615
3.835979235E8	57.581965698865766
3.906364175E8	56.010676865630685
3.976749115E8	58.17750064208533
4.047134055E8	58.149010275062246
4.08526901E8	46.82736014250465
4.12046148E8	57.585422383313166
4.187903935E8	58.810306446757224
4.258288875E8	57.08371678524369
4.328673815E8	57.56146552629639
4.399058755E8	56.97517409304452
4.469443695E8	54.39595075429361
4.539828635E8	54.57585775647489
4.610213575E8	52.92940140823552
4.680598515E8	51.35834021088723
4.750983455E8	57.23536139784865
4.821368395E8	55.365851963850915
4.891753335E8	56.51095090248723
4.962138275E8	55.03021133486492
5.032523215E8	56.37342905662269
5.102908155E8	55.59934491887701
5.173293095E8	55.98159993558454
5.243678035E8	55.94463198624735
5.314062975E8	57.35299637905926
5.384447915E8	54.81343910409647
5.454832855E8	55.230629480345655
5.525217795E8	55.516923197183345
5.595602735E8	55.99922811210657
5.665987675E8	55.55687216397484
5.736372615E8	57.59951518156833
5.806757555E8	57.4389768868459
5.877142495E8	55.960885586922004
5.918006215E8	55.42348938615121
5.953198685E8	54.93332686938051
6.017912375E8	50.39853192656373
6.088297315E8	57.551152169974415
6.158682255E8	56.234921454893104
6.229067195E8	56.585078920829275
6.299452135E8	56.385267891481334
6.369837075E8	54.94048711600177
6.440222015E8	56.37242257564082
6.510606955E8	55.991398992026355
6.580991895E8	53.64354561756248
6.651376835E8	53.984430122567915
6.721761775E8	54.56239166194952
6.792146715E8	56.25308489042884
6.862531655E8	53.67790160992821
6.932916595E8	54.910225357064455
7.003301535E8	55.21380385415219
7.073686475E8	55.24453777336539
7.144071415E8	55.69051853238759
7.214456355E8	55.865004489304745
7.284841295E8	55.46132607888691
7.355226235E8	55.717980481295974
7.425611175E8	57.29394310976175
7.495996115E8	57.22274489612278
7.566381055E8	58.59474077413056
7.636765995E8	58.33740508379893
7.683379745E8	57.6086554580341
7.718572215E8	56.13072831767838
7.777535875E8	57.7679016059262
7.847920815E8	57.823036913463234
7.918305755E8	56.29021782077219
7.988690695E8	57.09606961519297
8.059075635E8	55.908074051046746
8.129460575E8	53.74447508083745
8.199845515E8	56.36401009424042
8.270230455E8	55.14704139547436
8.340615395E8	55.717001841780174
8.411000335E8	54.904034215546545
8.481385275E8	46.69775785234163
8.551770215E8	49.060964721670324
8.622155155E8	52.59839548406173
8.692540095E8	47.469804558122
8.762925035E8	47.189383711116236
8.833309975E8	53.65490063113584
